Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Cluster,RuleSegment,Segment,PCA1,PCA2
12367,4,1,150.9,5,1,1,2,One-Time Buyer,One-Time Buyer,-0.9959277055572119,-1.6390065950552135
12368,628,1,917.6999999999999,1,1,3,0,One-Time Buyer,Lost / Let Go,-1.6556173102976217,1.4513712676149817
12369,413,3,1511.15,1,3,4,3,At Risk,At Risk,-0.3993420444463448,0.9595355873320321
12370,51,7,3956.56,4,4,5,4,VIP,Loyal Customer,1.4065053128495215,-0.024197539078472833
12371,60,4,3347.38,3,3,5,4,Loyal Customer,Loyal Customer,0.9502518335569039,-0.21778032957479065
12372,72,3,1196.04,3,3,3,4,Loyal Customer,Loyal Customer,0.2940910563651341,-0.5298351255573622
12373,311,3,927.6500000000001,2,3,3,3,At Risk,At Risk,-0.3773649371505624,0.40294515791858176
12374,25,3,2669.22,4,3,4,4,Loyal Customer,Loyal Customer,0.7601984191704145,-0.5131479926042755
12375,11,2,377.5,5,2,2,2,New Customer,One-Time Buyer,-0.29548987336828286,-1.2057259169134245
12376,390,2,383.15,2,2,2,3,Lost / Let Go,At Risk,-1.1749362695003174,0.3844754786196464
12377,315,4,3266.32,2,3,5,3,At Risk,At Risk,0.3432323747259996,0.8429741301557103
12378,130,2,5416.32,3,2,5,4,Needs Attention,Loyal Customer,0.6078773903649465,0.00015148222490099256
12379,82,4,1470.22,3,3,4,4,Loyal Customer,Loyal Customer,0.5336756849151385,-0.34444181612203023
12380,22,8,7210.65,4,4,5,1,VIP,VIP,1.8312027695392983,0.0608446067501297
12381,5,3,1474.81,5,3,4,4,Loyal Customer,Loyal Customer,0.5436786567841836,-0.754571011759527
12383,185,5,1628.56,3,4,4,4,Loyal Customer,Loyal Customer,0.4783043294183476,0.1863003466707491
12384,29,2,425.27000000000004,4,2,2,2,New Customer,One-Time Buyer,-0.2847969356954393,-1.0987751667734966
12385,379,1,1668.4,2,1,4,3,One-Time Buyer,At Risk,-0.8083180939298307,0.5680714762480785
12386,338,2,660.8,2,2,3,3,Needs Attention,At Risk,-0.811861901660149,0.3115114756597081
12387,415,1,143.94,1,1,1,0,One-Time Buyer,Lost / Let Go,-1.9775875498685942,0.06871074438437014
12388,16,8,3901.11,5,4,5,4,VIP,Loyal Customer,1.572529140365076,-0.12762891282682012
12389,403,3,1433.33,2,3,4,3,At Risk,At Risk,-0.3994230220424836,0.9036286641221379
12390,80,1,504.84000000000003,3,1,2,2,One-Time Buyer,One-Time Buyer,-0.6394606974410376,-1.0009410440230408
12391,22,6,2724.84,4,4,4,4,VIP,Loyal Customer,1.206191096888247,-0.29781444903337506
12392,591,1,234.75000000000003,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.173051760806879,0.9347259620599225
12393,72,6,2399.4500000000003,3,4,4,4,Loyal Customer,Loyal Customer,1.032858856396257,-0.12235708254944906
12394,64,2,1080.48,3,2,3,2,Needs Attention,One-Time Buyer,0.046756418925997884,-0.7046536387685548
12395,19,15,4551.27,5,5,5,1,VIP,VIP,2.0758626692143194,0.15458249843019564
12396,674,1,931.43,1,1,3,0,One-Time Buyer,Lost / Let Go,-1.7565693937494167,1.6478446112251837
12397,36,2,2214.9,4,2,4,4,New Customer,Loyal Customer,0.43071352827197384,-0.6310476401256978
12398,46,1,1435.66,4,1,4,2,One-Time Buyer,One-Time Buyer,-0.09649620770802282,-0.8655967014766606
12399,119,7,1842.3,3,4,4,4,Loyal Customer,Loyal Customer,0.9082824964699442,0.05717922979634073
12400,414,1,205.25,1,1,1,0,One-Time Buyer,Lost / Let Go,-1.8186177502854513,0.15835578228755856
12401,303,1,69.3,2,1,1,0,One-Time Buyer,Lost / Let Go,-2.0370146840203622,-0.5925033200998993
12402,323,6,1136.9,2,4,3,3,At Risk,At Risk,0.11463293775253768,0.7296257412440034
12403,50,2,947.36,4,2,3,2,New Customer,One-Time Buyer,0.021164556036629,-0.7981862265825943
12405,149,1,1390.39,3,1,4,2,One-Time Buyer,One-Time Buyer,-0.3515054500996004,-0.4430183617550405
12406,22,5,6390.36,4,4,5,4,VIP,Loyal Customer,1.4661618340559726,-0.13241562699471882
12407,50,5,1507.1200000000001,4,4,4,4,VIP,Loyal Customer,0.7595203357472518,-0.3993257511070012
12408,33,8,3905.77,4,4,5,4,VIP,Loyal Customer,1.5333165107458153,-0.056159940666286184
12409,79,7,23419.29,3,4,5,1,Loyal Customer,VIP,2.130480483494697,0.5659034397109204
12410,309,3,773.71,2,3,3,3,At Risk,At Risk,-0.45316258349400435,0.34636688523542075
12411,410,1,346.9,1,1,2,0,One-Time Buyer,Lost / Let Go,-1.5771280941412866,0.2806768269999818
12412,75,6,2404.93,3,4,4,4,Loyal Customer,Loyal Customer,1.0268579346664797,-0.10919441142650368
12413,67,4,871.45,3,3,3,4,Loyal Customer,Loyal Customer,0.3367303397811895,-0.5462095712735213
12414,217,4,532.41,2,3,2,3,At Risk,At Risk,-0.2323974217571666,-0.04926942780570472
12415,24,24,144033.37,4,5,5,1,VIP,VIP,3.9407442668682386,1.2716926560380155
12416,657,1,202.56,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.392531572629573,1.1719120816068553
12417,3,20,5998.41,5,5,5,1,VIP,VIP,2.444693900369684,0.26911059428663414
12418,113,4,2021.2,3,3,4,4,Loyal Customer,Loyal Customer,0.6024399642036073,-0.13008748354036237
12419,386,2,391.01,2,2,2,3,Lost / Let Go,At Risk,-1.156592049922728,0.37312122033197626
12420,64,1,600.39,3,1,2,2,One-Time Buyer,One-Time Buyer,-0.5252324000719824,-1.0218860292363847
12421,16,6,874.6,5,4,3,4,Loyal Customer,Loyal Customer,0.7159934397737449,-0.6249824678701627
12422,96,12,3639.35,3,5,5,1,Loyal Customer,VIP,1.637114000974585,0.3348762245897295
12423,1,10,2301.39,5,5,4,4,VIP,Loyal Customer,1.527481146489311,-0.250982080323614
12424,163,4,3340.03,3,3,5,4,Loyal Customer,Loyal Customer,0.7084829812448931,0.21272966755805975
12425,78,2,1741.41,3,2,4,4,Needs Attention,Loyal Customer,0.2257914260106648,-0.5192009153281976
12426,195,2,1201.21,2,2,3,3,Needs Attention,At Risk,-0.21250531940771766,-0.12821919930111145
12427,22,3,949.3,4,3,3,4,Loyal Customer,Loyal Customer,0.3084910478614232,-0.8005008766171838
12428,26,8,6405.26,4,4,5,1,VIP,VIP,1.7692713134515234,0.04608792529784502
12429,9,8,6979.91,5,4,5,1,VIP,VIP,1.847155696453106,-0.002214727934251183
12430,43,1,216.4,4,1,1,2,One-Time Buyer,One-Time Buyer,-0.9279179191112239,-1.3804175106533907
12431,36,25,10460.47,4,5,5,1,VIP,VIP,2.7784718050272064,0.6400046341057888
12432,43,4,4359.32,4,3,5,4,Loyal Customer,Loyal Customer,1.1072428068794615,-0.21869416951468373
12433,1,10,20581.26,5,5,5,1,VIP,VIP,2.5000705655052364,0.33164773851585827
12434,85,3,1103.43,3,3,3,4,Loyal Customer,Loyal Customer,0.227947138918209,-0.4968427103252534
12435,80,6,13925.93,3,4,5,1,Loyal Customer,VIP,1.7947955690485915,0.37876793581043167
12436,100,1,429.01000000000005,3,1,2,2,One-Time Buyer,One-Time Buyer,-0.7583287018761963,-0.9604321105071701
12437,2,38,11282.4,5,5,5,1,VIP,VIP,3.202965562365271,0.6789614824300348
12438,14,2,2466.85,5,2,4,4,New Customer,Loyal Customer,0.5299596112523404,-0.6944827709729676
12439,683,2,1142.88,1,2,3,3,Needs Attention,At Risk,-1.3754334412658022,1.9010191392252753
12440,462,2,739.2,1,2,3,3,Needs Attention,At Risk,-1.052039084131855,0.860277631316527
12441,367,1,311.1,2,1,2,0,One-Time Buyer,Lost / Let Go,-1.5248181646381702,0.07182191876736028
12442,3,1,144.06,5,1,1,2,One-Time Buyer,One-Time Buyer,-1.0140475159092854,-1.6554471111767686
12443,732,1,365.31,1,1,2,0,One-Time Buyer,Lost / Let Go,-2.307003722254154,1.6420856533530672
12444,21,5,4085.46,4,4,5,4,VIP,Loyal Customer,1.269909473203788,-0.2555664708230093
12445,22,2,378.98,4,2,2,2,New Customer,One-Time Buyer,-0.3194728877221077,-1.1586486898757338
12446,58,1,1002.3100000000001,4,1,3,2,One-Time Buyer,One-Time Buyer,-0.2839556163344596,-0.910864188481104
12447,243,1,431.49,2,1,2,2,One-Time Buyer,One-Time Buyer,-1.090080378343559,-0.3603926816881558
12448,44,1,365.45,4,1,2,2,One-Time Buyer,One-Time Buyer,-0.6984293632511749,-1.2373565198527643
12449,22,5,4274.89,4,4,5,4,VIP,Loyal Customer,1.2876910561036545,-0.23932856990099585
12450,156,5,688.2,3,4,3,4,Loyal Customer,Loyal Customer,0.16401735955841226,-0.1639627031392796
12451,11,8,12629.88,5,4,5,1,VIP,VIP,2.1057608999806896,0.16387443582198957
12452,17,1,348.57,5,1,2,2,One-Time Buyer,One-Time Buyer,-0.6562474303834531,-1.3629051440837465
12453,134,1,707.09,3,1,3,2,One-Time Buyer,One-Time Buyer,-0.6163596344927474,-0.6854669159586314
12454,56,4,16459.78,4,3,5,4,Loyal Customer,Loyal Customer,1.666686030947741,0.18905630477393526
12455,73,9,5722.95,3,5,5,1,Loyal Customer,VIP,1.690316862518164,0.25472000952967194
12456,44,3,2581.04,4,3,4,4,Loyal Customer,Loyal Customer,0.7008700284334314,-0.44255768706176735
12457,66,7,2555.91,3,4,4,4,Loyal Customer,Loyal Customer,1.177483551349525,-0.07760543494405937
12458,71,4,1502.49,3,3,4,4,Loyal Customer,Loyal Customer,0.569025116261683,-0.3847099895715967
12459,605,1,398.36,1,1,2,0,One-Time Buyer,Lost / Let Go,-1.9717486423783679,1.133518400517217
12460,456,1,296.65,1,1,2,0,One-Time Buyer,Lost / Let Go,-1.7539304547050532,0.4317120521723068
12461,155,1,626.88,3,1,3,2,One-Time Buyer,One-Time Buyer,-0.7188328622023236,-0.6295508479410791
12462,19,2,937.59,5,2,3,2,New Customer,One-Time Buyer,0.08903839608130992,-0.9306874758825329
12463,53,4,1200.78,4,3,3,4,Loyal Customer,Loyal Customer,0.511654423095383,-0.5196230552531668
12464,10,8,957.05,5,4,3,4,Loyal Customer,Loyal Customer,0.9630044977609844,-0.5262797779491496
12465,17,2,682.1899999999999,5,2,3,2,New Customer,One-Time Buyer,-0.04730520481329239,-1.0235358105691423
12467,423,1,132.8,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.0317988254305357,0.08092220351531035
12468,188,5,3238.74,2,4,5,4,Win-Back Priority,Loyal Customer,0.7764050654726784,0.38163515571681644
12469,523,2,3070.54,1,2,5,3,Needs Attention,At Risk,-0.5628164892825991,1.494082813612388
12470,690,1,211.95,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.449655684025203,1.3220246399759414
12471,2,71,35099.9,5,5,5,1,VIP,VIP,4.177775538140161,1.2244875507826543
12472,32,19,16494.59,4,5,5,1,VIP,VIP,2.788506301473854,0.640119390064357
12473,54,3,2585.73,4,3,4,4,Loyal Customer,Loyal Customer,0.6782978130698035,-0.40022116206126207
12474,17,29,11310.75,5,5,5,1,VIP,VIP,2.9674978973069104,0.6381391221697399
12475,54,2,1065.64,4,2,3,2,New Customer,One-Time Buyer,0.06399956952215555,-0.7501825407159495
12476,16,18,12319.91,5,5,5,1,VIP,VIP,2.6569549153074403,0.4751555006830471
12477,23,9,20276.37,4,5,5,1,VIP,VIP,2.368807465675112,0.3818778263597133
12478,4,1,545.99,5,1,2,2,One-Time Buyer,One-Time Buyer,-0.42706224513390567,-1.298227666485524
12479,11,1,473.2,5,1,2,2,One-Time Buyer,One-Time Buyer,-0.5068316356185705,-1.3069126408033658
12480,28,7,4834.85,4,4,5,4,VIP,Loyal Customer,1.5492666561536694,-0.06715068888671212
12481,23,14,11174.89,4,5,5,1,VIP,VIP,2.4157184884383183,0.38456229422477145
12482,576,27,21941.72,1,5,5,1,Win-Back Priority,VIP,1.9018736851399782,3.1265871062448367
12483,17,19,4069.1800000000003,5,5,5,1,VIP,VIP,2.2022271730156224,0.20512118102223117
12484,35,9,5557.1,4,5,5,1,VIP,VIP,1.7660981158743638,0.08785480771039082
12485,529,1,708.1,1,1,3,0,One-Time Buyer,Lost / Let Go,-1.539156788233773,0.9681386642637312
12486,432,1,917.28,1,1,3,3,One-Time Buyer,At Risk,-1.1976120277514892,0.6309144861299161
12487,731,1,285.29999999999995,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.414086919498249,1.5723516086625
12488,10,3,1244.66,5,3,4,4,Loyal Customer,Loyal Customer,0.45671205251989655,-0.7787391606487198
12489,336,1,298.93,2,1,2,0,One-Time Buyer,Lost / Let Go,-1.4700066162553658,-0.0685042980633662
12490,5,20,8764.64,5,5,5,1,VIP,VIP,2.608376197028604,0.37833617825134924
12491,39,1,424.40000000000003,4,1,2,2,One-Time Buyer,One-Time Buyer,-0.620508810426474,-1.2186074092631982
12492,63,3,607.21,3,3,2,2,Needs Attention,One-Time Buyer,0.014499860840813346,-0.7475968400669649
12493,166,2,379.74,3,2,2,2,Needs Attention,One-Time Buyer,-0.655228557194804,-0.5554220122339267
12494,16,9,1602.8700000000001,5,5,4,4,VIP,Loyal Customer,1.2586879132308328,-0.322240326421271
12495,641,1,277.4,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.2161090301412867,1.188224567077636
12496,620,2,45.34,1,2,1,0,Lost / Let Go,Lost / Let Go,-2.6517169013289434,0.7845533598292728
12497,82,3,5996.5,3,3,5,4,Loyal Customer,Loyal Customer,0.986226423097463,-0.05935292989853134
12498,21,3,349.70000000000005,4,3,2,2,Needs Attention,One-Time Buyer,-0.13177807883545403,-1.0698299959830981
12499,560,1,357.72,1,1,2,0,One-Time Buyer,Lost / Let Go,-1.9141990925269843,0.9166306048263827
12500,23,18,5559.21,4,5,5,1,VIP,VIP,2.2873108046172987,0.2928210372618345
12501,337,1,2025.39,2,1,4,3,One-Time Buyer,At Risk,-0.6240857553269282,0.44383054582131515
12502,96,5,2995.87,3,4,5,4,Loyal Customer,Loyal Customer,0.9568833336482775,-0.024146718942695516
12503,584,1,896.0,1,1,3,0,One-Time Buyer,Lost / Let Go,-1.5633676600241988,1.2608564129836006
12504,18,4,689.05,5,3,3,4,Loyal Customer,Loyal Customer,0.34714442859104755,-0.8136772365026425
12505,409,1,787.2,2,1,3,3,One-Time Buyer,At Risk,-1.2116649824319559,0.49402171057635635
12506,233,1,73.5,2,1,1,2,One-Time Buyer,One-Time Buyer,-1.84760431406085,-0.8700459081612311
12507,134,4,1508.06,3,3,4,4,Loyal Customer,Loyal Customer,0.4233857518665874,-0.12004726439352999
12508,26,2,397.88,4,2,2,2,New Customer,One-Time Buyer,-0.30727108658121344,-1.1289958338761081
12509,284,1,158.5,2,1,1,2,One-Time Buyer,One-Time Buyer,-1.6288339154159428,-0.4541135629924602
12510,143,7,3039.03,3,4,5,4,Loyal Customer,Loyal Customer,1.07431650693915,0.29070211808181495
12511,429,1,3084.02,1,1,5,3,One-Time Buyer,At Risk,-0.6525459542350496,0.9406788647849953
12512,66,2,132.18,3,2,1,2,Needs Attention,One-Time Buyer,-0.8878405500969838,-1.253352392749899
12513,113,1,558.29,3,1,2,2,One-Time Buyer,One-Time Buyer,-0.6720085229466528,-0.836106058372837
12514,267,2,1597.76,2,2,4,3,Needs Attention,At Risk,-0.25425506668639825,0.24895118683003703
12515,353,1,278.7,2,1,1,0,One-Time Buyer,Lost / Let Go,-1.540754860087027,-0.01592673972692348
12516,78,4,2288.62,3,3,4,4,Loyal Customer,Loyal Customer,0.7394084834636854,-0.24354092163526192
12517,28,4,2301.6,4,3,4,4,Loyal Customer,Loyal Customer,0.8588083557460133,-0.4513064803585941
12518,1,5,1840.89,5,4,4,4,VIP,Loyal Customer,0.9628420271481004,-0.5512320917392879
12519,64,2,626.54,3,2,3,2,Needs Attention,One-Time Buyer,-0.19490701177051697,-0.8494221485774511
12520,79,5,2346.2599999999998,3,4,4,4,Loyal Customer,Loyal Customer,0.8881462082494695,-0.16028300598475503
12521,143,1,545.68,3,1,2,2,One-Time Buyer,One-Time Buyer,-0.7522678079407064,-0.7166101528489479
12522,39,2,156.72,4,2,1,2,New Customer,One-Time Buyer,-0.7496296688796643,-1.321374862895346
12523,19,23,4010.35,5,5,5,1,VIP,VIP,2.3311233616144706,0.28207886317838204
12524,9,17,9794.11,5,5,5,1,VIP,VIP,2.529930252256685,0.36334980808047196
12525,498,3,883.73,1,3,3,3,At Risk,At Risk,-0.8360449524606313,1.1727251684397535
12526,1,3,1172.66,5,3,3,4,Loyal Customer,Loyal Customer,0.45131674249281406,-0.8322437940403455
12527,82,5,717.51,3,4,3,4,Loyal Customer,Loyal Customer,0.35550643548539784,-0.4626034075466818
12528,9,6,1645.48,5,4,4,4,VIP,Loyal Customer,1.0127420890769945,-0.48631604013973245
12529,528,1,316.48,1,1,2,0,One-Time Buyer,Lost / Let Go,-1.893614963448792,0.7502146066215032
12530,60,9,3381.26,3,5,5,4,Loyal Customer,Loyal Customer,1.4871094496859663,0.06037264461747971
12531,15,2,1771.2,5,2,4,4,New Customer,Loyal Customer,0.380599699984422,-0.7783710040223341
12532,30,1,313.83000000000004,4,1,2,2,One-Time Buyer,One-Time Buyer,-0.7331134699033823,-1.3363358174837243
12533,628,2,1223.89,1,2,4,3,Needs Attention,At Risk,-1.2164733706876338,1.6890229156870213
12534,131,1,981.18,3,1,3,2,One-Time Buyer,One-Time Buyer,-0.4640656246626659,-0.6109926934953929
12535,92,2,716.35,3,2,3,2,Needs Attention,One-Time Buyer,-0.2009765317481391,-0.6966545373180565
12536,59,1,4279.71,4,1,5,4,One-Time Buyer,Loyal Customer,0.3578784157272106,-0.5207875861578806
12537,409,1,612.94,2,1,3,3,One-Time Buyer,At Risk,-1.3226022186875688,0.42756474466821587
12538,29,2,640.45,4,2,3,2,New Customer,One-Time Buyer,-0.10334976525215178,-0.9900792155556923
12539,22,7,11186.75,4,4,5,1,VIP,VIP,1.9357099285460015,0.1308331559093805
12540,20,32,19250.49,4,5,5,1,VIP,VIP,3.269788858075733,0.8300093307461744
12541,30,3,841.18,4,3,3,4,Loyal Customer,Loyal Customer,0.2361597371308601,-0.799144226927149
12542,484,2,481.88,1,2,2,0,Lost / Let Go,Lost / Let Go,-1.2931292464388489,0.8387410478661614
12543,448,1,840.25,1,1,3,3,One-Time Buyer,At Risk,-1.2739177901019345,0.6745769709127925
12544,36,1,316.7,4,1,2,2,One-Time Buyer,One-Time Buyer,-0.7431110104634856,-1.3088097973234178
12545,75,2,832.39,3,2,3,2,Needs Attention,One-Time Buyer,-0.09466050679265725,-0.7279252117140371
12546,47,2,1021.5,4,2,3,2,New Customer,One-Time Buyer,0.06159912047958906,-0.7907214195285062
12547,198,3,299.58,2,3,2,2,At Risk,One-Time Buyer,-0.6140417747241004,-0.3700362059715501
12548,166,1,67.19999999999999,3,1,1,2,One-Time Buyer,One-Time Buyer,-1.7302019295753934,-1.1739673652804334
12549,576,5,1570.68,1,4,4,3,Win-Back Priority,At Risk,-0.45183198648523076,1.8131660354103112
12550,79,1,824.83,3,1,3,2,One-Time Buyer,One-Time Buyer,-0.4194846078758311,-0.8747501801162322
12551,358,1,168.0,2,1,1,0,One-Time Buyer,Lost / Let Go,-1.7761429951439995,-0.1290068260759289
12552,40,1,317.82,4,1,2,2,One-Time Buyer,One-Time Buyer,-0.750899677990893,-1.2911322341976477
12553,8,12,4104.75,5,5,5,1,VIP,VIP,1.8962580518579797,-0.001437537207857374
12554,449,1,384.5,1,1,2,0,One-Time Buyer,Lost / Let Go,-1.6227354787122226,0.47120353022391565
12556,50,2,599.56,4,2,2,2,New Customer,One-Time Buyer,-0.1816896753236361,-0.9197060804463515
12557,16,8,18716.14,5,4,5,1,VIP,VIP,2.2686977053442945,0.28941095719970744
12558,8,1,269.96,5,1,1,2,One-Time Buyer,One-Time Buyer,-0.7483103367561618,-1.4683280124168916
12559,311,2,525.71,2,2,2,3,Lost / Let Go,At Risk,-0.8501140805296574,0.13777878625825268
12560,5,2,1918.01,5,2,4,4,New Customer,Loyal Customer,0.4393151836166322,-0.7990558994329376
12561,303,1,238.85,2,1,1,0,One-Time Buyer,Lost / Let Go,-1.4921105899796034,-0.26607845119984413
12562,8,9,4426.92,5,5,5,1,VIP,VIP,1.7282841309717145,-0.08561538153782831
12563,409,1,221.24,2,1,1,0,One-Time Buyer,Lost / Let Go,-1.7737752636191586,0.15728947301276605
12564,261,1,402.9,2,1,2,2,One-Time Buyer,One-Time Buyer,-1.1625272130269844,-0.3032468230668911
12565,289,1,145.92,2,1,1,2,One-Time Buyer,One-Time Buyer,-1.677000615301866,-0.4550386240822524
12566,86,1,297.65,3,1,2,2,One-Time Buyer,One-Time Buyer,-0.8874561624859246,-1.1159877116954298
12567,23,15,12467.86,4,5,5,1,VIP,VIP,2.5138967005994997,0.4393302077280087
12568,645,1,52.0,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.961964503563056,0.7637631134693375
12569,2,32,3152.69,5,5,5,1,VIP,VIP,2.508653644986853,0.27350603723443
12571,40,2,519.61,4,2,2,2,New Customer,One-Time Buyer,-0.22174315063451985,-0.9995585336473775
12572,9,2,912.42,5,2,3,2,New Customer,One-Time Buyer,0.1003469482437933,-0.979771499798862
12573,227,5,717.41,2,4,3,3,At Risk,At Risk,0.016463994700770705,0.14424017066728373
12574,316,1,182.45000000000002,2,1,1,0,One-Time Buyer,Lost / Let Go,-1.6415276335062814,-0.28297081305191657
12575,457,2,568.8199999999999,1,2,2,3,Lost / Let Go,At Risk,-1.156502301137486,0.7697697207028157
12576,36,8,2062.72,4,4,4,4,VIP,Loyal Customer,1.2429374654573193,-0.21335402170559348
12577,35,8,1613.15,4,4,4,4,VIP,Loyal Customer,1.136181981025545,-0.28289174999302036
12578,21,4,4026.4500000000003,4,3,5,4,Loyal Customer,Loyal Customer,1.1234148505493942,-0.33189481449090036
12579,78,1,386.42,3,1,2,2,One-Time Buyer,One-Time Buyer,-0.7532066890578007,-1.0802522779121997
12580,247,2,962.9,2,2,3,3,Needs Attention,At Risk,-0.4321649414945348,0.03065742588509827
12581,40,1,179.71,4,1,1,2,One-Time Buyer,One-Time Buyer,-1.002977208128492,-1.4421393116406382
12582,239,4,1820.4,2,3,4,4,At Risk,Loyal Customer,0.2614429541047546,0.36945422388631866
12583,3,27,13295.44,5,5,5,1,VIP,VIP,3.0190111676877787,0.5951213638947834
12584,4,9,2254.15,5,5,4,4,VIP,Loyal Customer,1.4380577748833023,-0.2818188835910535
12585,234,2,1824.1,2,2,4,3,Needs Attention,At Risk,-0.11831834782274664,0.14605133128658995
12586,17,4,2062.67,5,3,4,4,Loyal Customer,Loyal Customer,0.8358818360326341,-0.526484869922886
12587,8,1,104.0,5,1,1,2,One-Time Buyer,One-Time Buyer,-1.1692338610010404,-1.7204823047432511
12588,39,3,718.78,4,3,3,2,Loyal Customer,One-Time Buyer,0.14538906666073725,-0.8032478367470294
12589,29,6,3294.91,4,4,5,4,VIP,Loyal Customer,1.2741459737442737,-0.2180051816536401
12590,211,1,9341.26,2,1,5,4,One-Time Buyer,Loyal Customer,0.3490493236508051,0.3229712313463155
12591,317,3,1114.95,2,3,3,3,At Risk,At Risk,-0.30981456051684797,0.47692626803013183
12592,92,4,1723.6399999999999,3,3,4,4,Loyal Customer,Loyal Customer,0.5808621303575274,-0.2603163562295361
12593,109,3,382.09999999999997,3,3,2,2,Needs Attention,One-Time Buyer,-0.2982696229410858,-0.6780127378657892
12594,38,14,4890.110000000001,4,5,5,1,VIP,VIP,2.013750941290294,0.22755120281638996
12595,505,1,281.02,1,1,1,0,One-Time Buyer,Lost / Let Go,-1.8924324120501799,0.6224486629799777
12596,51,2,450.27,4,2,2,2,New Customer,One-Time Buyer,-0.3109232387732173,-0.9915376221992377
12597,19,4,3195.22,5,3,5,4,Loyal Customer,Loyal Customer,1.0254517465583182,-0.40175130748083976
12598,10,10,4192.09,5,5,5,1,VIP,VIP,1.7726188646078633,-0.05385972596623626
12599,29,13,2026.72,4,5,4,4,VIP,Loyal Customer,1.5908481118172306,-0.07173637542417775
12600,29,20,4444.35,4,5,5,1,VIP,VIP,2.250796723809324,0.29818834055668375
12601,190,6,573.26,2,4,2,4,At Risk,Loyal Customer,0.1219224510667732,-0.008924375335694183
12602,59,1,153.12,4,1,1,2,One-Time Buyer,One-Time Buyer,-1.1180644218674247,-1.4049513363200634
12603,22,1,613.1999999999999,4,1,3,2,One-Time Buyer,One-Time Buyer,-0.41768658237841727,-1.1920660300573585
12604,79,2,236.18,3,2,1,2,Needs Attention,One-Time Buyer,-0.6619875563227743,-1.0454391896085506
12605,376,3,1124.95,2,3,3,3,At Risk,At Risk,-0.4437835990737425,0.7262367380018818
12607,60,1,1579.51,3,1,4,2,One-Time Buyer,One-Time Buyer,-0.08685528581821994,-0.7816195269574722
12608,405,1,415.79,2,1,2,0,One-Time Buyer,Lost / Let Go,-1.4852214965123085,0.3078042795612733
12609,78,9,3021.86,3,5,5,4,Loyal Customer,Loyal Customer,1.3951490193598284,0.1058288812133231
12610,23,4,1747.54,4,3,4,4,Loyal Customer,Loyal Customer,0.7482809493201227,-0.545447144438726
12611,52,1,1193.32,4,1,3,2,One-Time Buyer,One-Time Buyer,-0.1925506303775268,-0.8896230678146786
12612,74,1,668.0400000000001,3,1,3,2,One-Time Buyer,One-Time Buyer,-0.5012791298706815,-0.9516784060148641
