Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Cluster,RuleSegment,Segment,PCA1,PCA2,ChurnProbability,ChurnPrediction,RecommendedAction
12380,22,8,7210.65,4,4,5,1,VIP,VIP,1.8312027695392983,0.0608446067501297,0.14792302173451394,0.0,"Court: white-glove service, early access, loyalty rewards"
12381,5,3,1474.81,5,3,4,4,Loyal Customer,Loyal Customer,0.5436786567841836,-0.754571011759527,,,"Court: upsell/cross-sell, referral incentives"
12383,185,5,1628.56,3,4,4,4,Loyal Customer,Loyal Customer,0.4783043294183476,0.1863003466707491,0.2041146046799924,0.0,"Court: upsell/cross-sell, referral incentives"
12384,29,2,425.27000000000004,4,2,2,2,New Customer,One-Time Buyer,-0.2847969356954393,-1.0987751667734966,,,"Convert: post-purchase follow-up, incentivize 2nd order"
12385,379,1,1668.4,2,1,4,3,One-Time Buyer,At Risk,-0.8083180939298307,0.5680714762480785,0.6732147267820342,1.0,"Win back: targeted discount, re-engagement email flow"
12386,338,2,660.8,2,2,3,3,Needs Attention,At Risk,-0.811861901660149,0.3115114756597081,0.5323282353554869,1.0,"Win back: targeted discount, re-engagement email flow"
12387,415,1,143.94,1,1,1,0,One-Time Buyer,Lost / Let Go,-1.9775875498685942,0.06871074438437014,0.7774729726664201,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12388,16,8,3901.11,5,4,5,4,VIP,Loyal Customer,1.572529140365076,-0.12762891282682012,0.15633699722530472,0.0,"Court: upsell/cross-sell, referral incentives"
12389,403,3,1433.33,2,3,4,3,At Risk,At Risk,-0.3994230220424836,0.9036286641221379,0.5098194249286736,1.0,"Win back: targeted discount, re-engagement email flow"
12390,80,1,504.84000000000003,3,1,2,2,One-Time Buyer,One-Time Buyer,-0.6394606974410376,-1.0009410440230408,,,"Convert: post-purchase follow-up, incentivize 2nd order"
12391,22,6,2724.84,4,4,4,4,VIP,Loyal Customer,1.206191096888247,-0.29781444903337506,0.5815888236128687,1.0,"Court: upsell/cross-sell, referral incentives"
12392,591,1,234.75000000000003,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.173051760806879,0.9347259620599225,0.925569159480036,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12393,72,6,2399.4500000000003,3,4,4,4,Loyal Customer,Loyal Customer,1.032858856396257,-0.12235708254944906,0.10387161264066452,0.0,"Court: upsell/cross-sell, referral incentives"
12394,64,2,1080.48,3,2,3,2,Needs Attention,One-Time Buyer,0.046756418925997884,-0.7046536387685548,0.3774255039260787,0.0,"Convert: post-purchase follow-up, incentivize 2nd order"
12395,19,15,4551.27,5,5,5,1,VIP,VIP,2.0758626692143194,0.15458249843019564,0.05041724384218926,0.0,"Court: white-glove service, early access, loyalty rewards"
12396,674,1,931.43,1,1,3,0,One-Time Buyer,Lost / Let Go,-1.7565693937494167,1.6478446112251837,0.8445516594643835,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12397,36,2,2214.9,4,2,4,4,New Customer,Loyal Customer,0.43071352827197384,-0.6310476401256978,,,"Court: upsell/cross-sell, referral incentives"
12398,46,1,1435.66,4,1,4,2,One-Time Buyer,One-Time Buyer,-0.09649620770802282,-0.8655967014766606,,,"Convert: post-purchase follow-up, incentivize 2nd order"
12399,119,7,1842.3,3,4,4,4,Loyal Customer,Loyal Customer,0.9082824964699442,0.05717922979634073,0.10301427443372863,0.0,"Court: upsell/cross-sell, referral incentives"
12400,414,1,205.25,1,1,1,0,One-Time Buyer,Lost / Let Go,-1.8186177502854513,0.15835578228755856,0.7181725894201733,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12401,303,1,69.3,2,1,1,0,One-Time Buyer,Lost / Let Go,-2.0370146840203622,-0.5925033200998993,0.8172045516518408,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12402,323,6,1136.9,2,4,3,3,At Risk,At Risk,0.11463293775253768,0.7296257412440034,0.6363696170958316,1.0,"Win back: targeted discount, re-engagement email flow"
12403,50,2,947.36,4,2,3,2,New Customer,One-Time Buyer,0.021164556036629,-0.7981862265825943,0.5066437393661286,1.0,"Convert: post-purchase follow-up, incentivize 2nd order"
12405,149,1,1390.39,3,1,4,2,One-Time Buyer,One-Time Buyer,-0.3515054500996004,-0.4430183617550405,,,"Convert: post-purchase follow-up, incentivize 2nd order"
12406,22,5,6390.36,4,4,5,4,VIP,Loyal Customer,1.4661618340559726,-0.13241562699471882,0.16964260470076034,0.0,"Court: upsell/cross-sell, referral incentives"
12407,50,5,1507.1200000000001,4,4,4,4,VIP,Loyal Customer,0.7595203357472518,-0.3993257511070012,0.24477505499895022,0.0,"Court: upsell/cross-sell, referral incentives"
12408,33,8,3905.77,4,4,5,4,VIP,Loyal Customer,1.5333165107458153,-0.056159940666286184,0.09969717784082248,0.0,"Court: upsell/cross-sell, referral incentives"
12409,79,7,23419.29,3,4,5,1,Loyal Customer,VIP,2.130480483494697,0.5659034397109204,0.10730656514664498,0.0,"Court: white-glove service, early access, loyalty rewards"
12410,309,3,773.71,2,3,3,3,At Risk,At Risk,-0.45316258349400435,0.34636688523542075,0.5394348309390583,1.0,"Win back: targeted discount, re-engagement email flow"
12411,410,1,346.9,1,1,2,0,One-Time Buyer,Lost / Let Go,-1.5771280941412866,0.2806768269999818,0.7198777203493693,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12412,75,6,2404.93,3,4,4,4,Loyal Customer,Loyal Customer,1.0268579346664797,-0.10919441142650368,0.4114791012874504,0.0,"Court: upsell/cross-sell, referral incentives"
12413,67,4,871.45,3,3,3,4,Loyal Customer,Loyal Customer,0.3367303397811895,-0.5462095712735213,0.3231757730882385,0.0,"Court: upsell/cross-sell, referral incentives"
12414,217,4,532.41,2,3,2,3,At Risk,At Risk,-0.2323974217571666,-0.04926942780570472,0.48003055293756036,0.0,"Win back: targeted discount, re-engagement email flow"
12415,24,24,144033.37,4,5,5,1,VIP,VIP,3.9407442668682386,1.2716926560380155,0.10850513337206856,0.0,"Court: white-glove service, early access, loyalty rewards"
12416,657,1,202.56,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.392531572629573,1.1719120816068553,0.9326547584882858,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12417,3,20,5998.41,5,5,5,1,VIP,VIP,2.444693900369684,0.26911059428663414,0.02195670613240593,0.0,"Court: white-glove service, early access, loyalty rewards"
12418,113,4,2021.2,3,3,4,4,Loyal Customer,Loyal Customer,0.6024399642036073,-0.13008748354036237,0.44202606885474544,0.0,"Court: upsell/cross-sell, referral incentives"
12419,386,2,391.01,2,2,2,3,Lost / Let Go,At Risk,-1.156592049922728,0.37312122033197626,0.7269768494017275,1.0,"Win back: targeted discount, re-engagement email flow"
12420,64,1,600.39,3,1,2,2,One-Time Buyer,One-Time Buyer,-0.5252324000719824,-1.0218860292363847,,,"Convert: post-purchase follow-up, incentivize 2nd order"
12421,16,6,874.6,5,4,3,4,Loyal Customer,Loyal Customer,0.7159934397737449,-0.6249824678701627,0.6252127123507065,1.0,"Court: upsell/cross-sell, referral incentives"
12422,96,12,3639.35,3,5,5,1,Loyal Customer,VIP,1.637114000974585,0.3348762245897295,0.2514334238242427,0.0,"Court: white-glove service, early access, loyalty rewards"
12423,1,10,2301.39,5,5,4,4,VIP,Loyal Customer,1.527481146489311,-0.250982080323614,0.06694046021419249,0.0,"Court: upsell/cross-sell, referral incentives"
12424,163,4,3340.03,3,3,5,4,Loyal Customer,Loyal Customer,0.7084829812448931,0.21272966755805975,0.37906708797406746,0.0,"Court: upsell/cross-sell, referral incentives"
12425,78,2,1741.41,3,2,4,4,Needs Attention,Loyal Customer,0.2257914260106648,-0.5192009153281976,0.6649799377222008,1.0,"Court: upsell/cross-sell, referral incentives"
12426,195,2,1201.21,2,2,3,3,Needs Attention,At Risk,-0.21250531940771766,-0.12821919930111145,0.7807656449271642,1.0,"Win back: targeted discount, re-engagement email flow"
12427,22,3,949.3,4,3,3,4,Loyal Customer,Loyal Customer,0.3084910478614232,-0.8005008766171838,0.6697201555651894,1.0,"Court: upsell/cross-sell, referral incentives"
12428,26,8,6405.26,4,4,5,1,VIP,VIP,1.7692713134515234,0.04608792529784502,0.0926878684532462,0.0,"Court: white-glove service, early access, loyalty rewards"
12429,9,8,6979.91,5,4,5,1,VIP,VIP,1.847155696453106,-0.002214727934251183,0.07658153876876612,0.0,"Court: white-glove service, early access, loyalty rewards"
12430,43,1,216.4,4,1,1,2,One-Time Buyer,One-Time Buyer,-0.9279179191112239,-1.3804175106533907,,,"Convert: post-purchase follow-up, incentivize 2nd order"
12431,36,25,10460.47,4,5,5,1,VIP,VIP,2.7784718050272064,0.6400046341057888,0.013705866652113112,0.0,"Court: white-glove service, early access, loyalty rewards"
12432,43,4,4359.32,4,3,5,4,Loyal Customer,Loyal Customer,1.1072428068794615,-0.21869416951468373,,,"Court: upsell/cross-sell, referral incentives"
12433,1,10,20581.26,5,5,5,1,VIP,VIP,2.5000705655052364,0.33164773851585827,0.2514438379365924,0.0,"Court: white-glove service, early access, loyalty rewards"
12434,85,3,1103.43,3,3,3,4,Loyal Customer,Loyal Customer,0.227947138918209,-0.4968427103252534,0.4309324461670784,0.0,"Court: upsell/cross-sell, referral incentives"
12435,80,6,13925.93,3,4,5,1,Loyal Customer,VIP,1.7947955690485915,0.37876793581043167,0.21674890444595873,0.0,"Court: white-glove service, early access, loyalty rewards"
12436,100,1,429.01000000000005,3,1,2,2,One-Time Buyer,One-Time Buyer,-0.7583287018761963,-0.9604321105071701,,,"Convert: post-purchase follow-up, incentivize 2nd order"
12437,2,38,11282.4,5,5,5,1,VIP,VIP,3.202965562365271,0.6789614824300348,0.01091715725432116,0.0,"Court: white-glove service, early access, loyalty rewards"
12438,14,2,2466.85,5,2,4,4,New Customer,Loyal Customer,0.5299596112523404,-0.6944827709729676,,,"Court: upsell/cross-sell, referral incentives"
12439,683,2,1142.88,1,2,3,3,Needs Attention,At Risk,-1.3754334412658022,1.9010191392252753,0.8485535729227514,1.0,"Win back: targeted discount, re-engagement email flow"
12440,462,2,739.2,1,2,3,3,Needs Attention,At Risk,-1.052039084131855,0.860277631316527,0.7516492345597778,1.0,"Win back: targeted discount, re-engagement email flow"
12441,367,1,311.1,2,1,2,0,One-Time Buyer,Lost / Let Go,-1.5248181646381702,0.07182191876736028,0.7327161610401983,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12442,3,1,144.06,5,1,1,2,One-Time Buyer,One-Time Buyer,-1.0140475159092854,-1.6554471111767686,,,"Convert: post-purchase follow-up, incentivize 2nd order"
12443,732,1,365.31,1,1,2,0,One-Time Buyer,Lost / Let Go,-2.307003722254154,1.6420856533530672,0.9265019522995571,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12444,21,5,4085.46,4,4,5,4,VIP,Loyal Customer,1.269909473203788,-0.2555664708230093,,,"Court: upsell/cross-sell, referral incentives"
12445,22,2,378.98,4,2,2,2,New Customer,One-Time Buyer,-0.3194728877221077,-1.1586486898757338,0.713084475166882,1.0,"Convert: post-purchase follow-up, incentivize 2nd order"
12446,58,1,1002.3100000000001,4,1,3,2,One-Time Buyer,One-Time Buyer,-0.2839556163344596,-0.910864188481104,,,"Convert: post-purchase follow-up, incentivize 2nd order"
12447,243,1,431.49,2,1,2,2,One-Time Buyer,One-Time Buyer,-1.090080378343559,-0.3603926816881558,0.6313504046719478,1.0,"Convert: post-purchase follow-up, incentivize 2nd order"
12448,44,1,365.45,4,1,2,2,One-Time Buyer,One-Time Buyer,-0.6984293632511749,-1.2373565198527643,,,"Convert: post-purchase follow-up, incentivize 2nd order"
12449,22,5,4274.89,4,4,5,4,VIP,Loyal Customer,1.2876910561036545,-0.23932856990099585,0.17200238655318814,0.0,"Court: upsell/cross-sell, referral incentives"
12450,156,5,688.2,3,4,3,4,Loyal Customer,Loyal Customer,0.16401735955841226,-0.1639627031392796,0.5344134074571303,1.0,"Court: upsell/cross-sell, referral incentives"
12451,11,8,12629.88,5,4,5,1,VIP,VIP,2.1057608999806896,0.16387443582198957,0.13610605999116185,0.0,"Court: white-glove service, early access, loyalty rewards"
12452,17,1,348.57,5,1,2,2,One-Time Buyer,One-Time Buyer,-0.6562474303834531,-1.3629051440837465,,,"Convert: post-purchase follow-up, incentivize 2nd order"
12453,134,1,707.09,3,1,3,2,One-Time Buyer,One-Time Buyer,-0.6163596344927474,-0.6854669159586314,,,"Convert: post-purchase follow-up, incentivize 2nd order"
12454,56,4,16459.78,4,3,5,4,Loyal Customer,Loyal Customer,1.666686030947741,0.18905630477393526,0.2965253952110985,0.0,"Court: upsell/cross-sell, referral incentives"
12455,73,9,5722.95,3,5,5,1,Loyal Customer,VIP,1.690316862518164,0.25472000952967194,0.12029126219509559,0.0,"Court: white-glove service, early access, loyalty rewards"
12456,44,3,2581.04,4,3,4,4,Loyal Customer,Loyal Customer,0.7008700284334314,-0.44255768706176735,0.46987231001904123,0.0,"Court: upsell/cross-sell, referral incentives"
12457,66,7,2555.91,3,4,4,4,Loyal Customer,Loyal Customer,1.177483551349525,-0.07760543494405937,0.23203114805625608,0.0,"Court: upsell/cross-sell, referral incentives"
12458,71,4,1502.49,3,3,4,4,Loyal Customer,Loyal Customer,0.569025116261683,-0.3847099895715967,0.29765588683242,0.0,"Court: upsell/cross-sell, referral incentives"
12459,605,1,398.36,1,1,2,0,One-Time Buyer,Lost / Let Go,-1.9717486423783679,1.133518400517217,0.7992032064776903,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12460,456,1,296.65,1,1,2,0,One-Time Buyer,Lost / Let Go,-1.7539304547050532,0.4317120521723068,0.7648568957998917,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12461,155,1,626.88,3,1,3,2,One-Time Buyer,One-Time Buyer,-0.7188328622023236,-0.6295508479410791,,,"Convert: post-purchase follow-up, incentivize 2nd order"
12462,19,2,937.59,5,2,3,2,New Customer,One-Time Buyer,0.08903839608130992,-0.9306874758825329,0.5328373141161415,1.0,"Convert: post-purchase follow-up, incentivize 2nd order"
12463,53,4,1200.78,4,3,3,4,Loyal Customer,Loyal Customer,0.511654423095383,-0.5196230552531668,0.2699116522010012,0.0,"Court: upsell/cross-sell, referral incentives"
12464,10,8,957.05,5,4,3,4,Loyal Customer,Loyal Customer,0.9630044977609844,-0.5262797779491496,0.30756878929121745,0.0,"Court: upsell/cross-sell, referral incentives"
12465,17,2,682.1899999999999,5,2,3,2,New Customer,One-Time Buyer,-0.04730520481329239,-1.0235358105691423,,,"Convert: post-purchase follow-up, incentivize 2nd order"
12467,423,1,132.8,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.0317988254305357,0.08092220351531035,0.7694912610262155,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12468,188,5,3238.74,2,4,5,4,Win-Back Priority,Loyal Customer,0.7764050654726784,0.38163515571681644,0.251027556588012,0.0,"Court: upsell/cross-sell, referral incentives"
12469,523,2,3070.54,1,2,5,3,Needs Attention,At Risk,-0.5628164892825991,1.494082813612388,0.6234329045038771,1.0,"Win back: targeted discount, re-engagement email flow"
12470,690,1,211.95,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.449655684025203,1.3220246399759414,0.9262143652963586,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12471,2,71,35099.9,5,5,5,1,VIP,VIP,4.177775538140161,1.2244875507826543,0.011884081285953809,0.0,"Court: white-glove service, early access, loyalty rewards"
12472,32,19,16494.59,4,5,5,1,VIP,VIP,2.788506301473854,0.640119390064357,0.037847912768984845,0.0,"Court: white-glove service, early access, loyalty rewards"
12473,54,3,2585.73,4,3,4,4,Loyal Customer,Loyal Customer,0.6782978130698035,-0.40022116206126207,0.22549032909218794,0.0,"Court: upsell/cross-sell, referral incentives"
12474,17,29,11310.75,5,5,5,1,VIP,VIP,2.9674978973069104,0.6381391221697399,0.013669695085712308,0.0,"Court: white-glove service, early access, loyalty rewards"
12475,54,2,1065.64,4,2,3,2,New Customer,One-Time Buyer,0.06399956952215555,-0.7501825407159495,0.6754135642159067,1.0,"Convert: post-purchase follow-up, incentivize 2nd order"
12476,16,18,12319.91,5,5,5,1,VIP,VIP,2.6569549153074403,0.4751555006830471,0.02942756052268974,0.0,"Court: white-glove service, early access, loyalty rewards"
12477,23,9,20276.37,4,5,5,1,VIP,VIP,2.368807465675112,0.3818778263597133,0.11270705160764743,0.0,"Court: white-glove service, early access, loyalty rewards"
12478,4,1,545.99,5,1,2,2,One-Time Buyer,One-Time Buyer,-0.42706224513390567,-1.298227666485524,,,"Convert: post-purchase follow-up, incentivize 2nd order"
12479,11,1,473.2,5,1,2,2,One-Time Buyer,One-Time Buyer,-0.5068316356185705,-1.3069126408033658,,,"Convert: post-purchase follow-up, incentivize 2nd order"
12480,28,7,4834.85,4,4,5,4,VIP,Loyal Customer,1.5492666561536694,-0.06715068888671212,0.0975612276221684,0.0,"Court: upsell/cross-sell, referral incentives"
12481,23,14,11174.89,4,5,5,1,VIP,VIP,2.4157184884383183,0.38456229422477145,0.030541396538992623,0.0,"Court: white-glove service, early access, loyalty rewards"
12482,576,27,21941.72,1,5,5,1,Win-Back Priority,VIP,1.9018736851399782,3.1265871062448367,0.8557044081274561,1.0,"Court: white-glove service, early access, loyalty rewards"
12483,17,19,4069.1800000000003,5,5,5,1,VIP,VIP,2.2022271730156224,0.20512118102223117,0.0339766644223199,0.0,"Court: white-glove service, early access, loyalty rewards"
12484,35,9,5557.1,4,5,5,1,VIP,VIP,1.7660981158743638,0.08785480771039082,0.17547458064644597,0.0,"Court: white-glove service, early access, loyalty rewards"
12485,529,1,708.1,1,1,3,0,One-Time Buyer,Lost / Let Go,-1.539156788233773,0.9681386642637312,0.6288100750720983,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12486,432,1,917.28,1,1,3,3,One-Time Buyer,At Risk,-1.1976120277514892,0.6309144861299161,0.7557695813235015,1.0,"Win back: targeted discount, re-engagement email flow"
12487,731,1,285.29999999999995,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.414086919498249,1.5723516086625,0.9113030182130931,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12488,10,3,1244.66,5,3,4,4,Loyal Customer,Loyal Customer,0.45671205251989655,-0.7787391606487198,,,"Court: upsell/cross-sell, referral incentives"
12489,336,1,298.93,2,1,2,0,One-Time Buyer,Lost / Let Go,-1.4700066162553658,-0.0685042980633662,0.7596470726625796,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12490,5,20,8764.64,5,5,5,1,VIP,VIP,2.608376197028604,0.37833617825134924,0.036128483944363236,0.0,"Court: white-glove service, early access, loyalty rewards"
12491,39,1,424.40000000000003,4,1,2,2,One-Time Buyer,One-Time Buyer,-0.620508810426474,-1.2186074092631982,,,"Convert: post-purchase follow-up, incentivize 2nd order"
12492,63,3,607.21,3,3,2,2,Needs Attention,One-Time Buyer,0.014499860840813346,-0.7475968400669649,0.6688928602694861,1.0,"Convert: post-purchase follow-up, incentivize 2nd order"
12493,166,2,379.74,3,2,2,2,Needs Attention,One-Time Buyer,-0.655228557194804,-0.5554220122339267,0.2772827526320611,0.0,"Convert: post-purchase follow-up, incentivize 2nd order"
12494,16,9,1602.8700000000001,5,5,4,4,VIP,Loyal Customer,1.2586879132308328,-0.322240326421271,0.22813916798949274,0.0,"Court: upsell/cross-sell, referral incentives"
12495,641,1,277.4,1,1,1,0,One-Time Buyer,Lost / Let Go,-2.2161090301412867,1.188224567077636,0.9238416467418125,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12496,620,2,45.34,1,2,1,0,Lost / Let Go,Lost / Let Go,-2.6517169013289434,0.7845533598292728,0.8423273969543409,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12497,82,3,5996.5,3,3,5,4,Loyal Customer,Loyal Customer,0.986226423097463,-0.05935292989853134,0.41756469304846006,0.0,"Court: upsell/cross-sell, referral incentives"
12498,21,3,349.70000000000005,4,3,2,2,Needs Attention,One-Time Buyer,-0.13177807883545403,-1.0698299959830981,,,"Convert: post-purchase follow-up, incentivize 2nd order"
12499,560,1,357.72,1,1,2,0,One-Time Buyer,Lost / Let Go,-1.9141990925269843,0.9166306048263827,0.7745868896565704,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12500,23,18,5559.21,4,5,5,1,VIP,VIP,2.2873108046172987,0.2928210372618345,0.06566264138098506,0.0,"Court: white-glove service, early access, loyalty rewards"
12501,337,1,2025.39,2,1,4,3,One-Time Buyer,At Risk,-0.6240857553269282,0.44383054582131515,0.6250982254408166,1.0,"Win back: targeted discount, re-engagement email flow"
12502,96,5,2995.87,3,4,5,4,Loyal Customer,Loyal Customer,0.9568833336482775,-0.024146718942695516,0.1953558050197542,0.0,"Court: upsell/cross-sell, referral incentives"
12503,584,1,896.0,1,1,3,0,One-Time Buyer,Lost / Let Go,-1.5633676600241988,1.2608564129836006,0.7209809813612437,1.0,"Let go: exclude from paid marketing spend, low-cost win-back only"
12504,18,4,689.05,5,3,3,4,Loyal Customer,Loyal Customer,0.34714442859104755,-0.8136772365026425,0.4994572334888564,0.0,"Court: upsell/cross-sell, referral incentives"
12505,409,1,787.2,2,1,3,3,One-Time Buyer,At Risk,-1.2116649824319559,0.49402171057635635,0.7043991502372448,1.0,"Win back: targeted discount, re-engagement email flow"
12506,233,1,73.5,2,1,1,2,One-Time Buyer,One-Time Buyer,-1.84760431406085,-0.8700459081612311,0.8125988286829973,1.0,"Convert: post-purchase follow-up, incentivize 2nd order"
