Customer ID,Month,Revenue,Orders
12380,2011-06,562.5500000000001,1
12380,2011-09,572.01,1
12380,2011-10,396.86,1
12380,2011-11,896.39,1
12381,2011-08,1028.74,1
12381,2011-11,339.06,1
12381,2011-12,107.01,1
12383,2010-12,555.72,1
12383,2011-01,591.16,1
12383,2011-03,285.07,1
12383,2011-04,127.16,1
12383,2011-06,69.45,1
12384,2011-08,212.69,1
12384,2011-11,212.58,1
12385,2010-11,1668.4,1
12386,2010-12,517.8,1
12386,2011-01,143.0,1
12387,2010-10,143.94,1
12388,2010-05,461.62,1
12388,2010-09,658.83,1
12388,2011-01,431.3,1
12388,2011-02,124.05000000000001,1
12388,2011-03,210.9,1
12388,2011-07,902.09,1
12388,2011-09,825.9200000000001,1
12388,2011-11,286.4,1
12389,2010-02,164.85,1
12389,2010-05,398.18,1
12389,2010-11,870.3,1
12390,2011-09,504.84000000000003,1
12391,2010-02,750.49,2
12391,2010-04,1151.7,2
12391,2010-09,382.99,1
12391,2011-11,439.66,1
12392,2010-04,234.75000000000003,1
12393,2010-10,303.8,1
12393,2010-11,513.05,1
12393,2011-01,639.5,2
12393,2011-04,421.6,1
12393,2011-09,521.5,1
12394,2011-05,351.08,1
12394,2011-10,729.4,1
12395,2010-04,1035.44,1
12395,2010-08,233.38,1
12395,2010-10,289.72,1
12395,2010-12,900.02,2
12395,2011-02,216.51,1
12395,2011-03,281.5,1
12395,2011-05,301.79,2
12395,2011-06,148.9,1
12395,2011-08,135.95,1
12395,2011-10,316.68,1
12395,2011-11,691.38,3
12396,2010-02,931.43,1
12397,2011-07,1109.81,1
12397,2011-11,1105.09,1
12398,2011-10,1435.66,1
12399,2010-03,190.98,1
12399,2010-07,318.47,1
12399,2010-11,299.20000000000005,1
12399,2011-03,273.05,1
12399,2011-05,450.90000000000003,1
12399,2011-06,115.08,1
12399,2011-08,194.62,1
12400,2010-10,205.25,1
12401,2011-02,69.3,1
12402,2010-02,176.7,1
12402,2010-04,298.65,1
12402,2010-07,189.9,1
12402,2010-09,135.4,1
12402,2010-11,140.65,1
12402,2011-01,195.6,1
12403,2010-07,555.6600000000001,1
12403,2011-10,391.7,1
12405,2011-07,1390.39,1
12406,2010-01,881.2,1
12406,2010-04,748.0,1
12406,2010-11,1345.8600000000001,1
12406,2011-06,1621.25,1
12406,2011-11,1794.05,1
12407,2011-03,211.3,1
12407,2011-04,239.66,1
12407,2011-07,791.4,2
12407,2011-10,264.76,1
12408,2010-07,179.1,1
12408,2010-09,285.06,1
12408,2010-11,823.06,1
12408,2011-03,762.59,2
12408,2011-06,594.18,1
12408,2011-09,582.28,1
12408,2011-11,679.5,1
12409,2010-05,6802.48,1
12409,2010-06,211.2,1
12409,2010-07,101.88,1
12409,2010-10,5231.0599999999995,1
12409,2011-06,6207.08,1
12409,2011-09,4865.59,2
12410,2010-07,240.38,1
12410,2011-02,533.33,2
12411,2010-10,346.9,1
12412,2010-06,634.88,1
12412,2010-08,451.90999999999997,1
12412,2010-11,175.26,1
12412,2011-06,478.5,1
12412,2011-07,358.24,1
12412,2011-09,306.14,1
12413,2010-11,185.35,1
12413,2011-01,425.25,1
12413,2011-04,84.65,1
12413,2011-10,176.20000000000002,1
12414,2010-09,90.0,1
12414,2011-02,113.75999999999999,1
12414,2011-04,202.8,1
12414,2011-05,125.85,1
12415,2010-06,2326.7400000000002,1
12415,2010-07,336.24,1
12415,2010-10,250.98,1
12415,2010-11,16554.88,1
12415,2011-01,7092.9800000000005,2
12415,2011-02,14022.92,1
12415,2011-03,16726.84,1
12415,2011-05,12691.16,2
12415,2011-06,23426.81,2
12415,2011-07,2955.01,3
12415,2011-08,21880.44,1
12415,2011-09,2941.7200000000003,2
12415,2011-10,16471.77,2
12415,2011-11,6354.88,4
12416,2010-02,202.56,1
12417,2009-12,287.6,2
12417,2010-01,359.55,1
12417,2010-03,418.54,1
12417,2010-04,230.76,1
12417,2010-06,286.25,1
12417,2010-07,166.55,1
12417,2010-09,254.8,1
12417,2010-10,768.26,3
12417,2010-12,261.34,1
12417,2011-01,293.44,1
12417,2011-03,365.0,1
12417,2011-04,352.3,1
12417,2011-06,392.19,1
12417,2011-08,819.25,2
12417,2011-10,417.85,1
12417,2011-12,324.73,1
12418,2010-03,343.94,1
12418,2010-05,535.37,1
12418,2010-10,473.31,1
12418,2011-08,668.58,1
12419,2010-10,238.91000000000003,1
12419,2010-11,152.1,1
12420,2011-10,600.39,1
12421,2010-07,49.8,1
12421,2010-10,185.76,1
12421,2011-01,129.45,1
12421,2011-06,183.35,1
12421,2011-08,175.76,1
12421,2011-11,150.48,1
12422,2009-12,75.0,1
12422,2010-02,662.25,1
12422,2010-04,396.2,1
12422,2010-05,404.44,1
12422,2010-07,227.73,1
12422,2010-09,278.67,1
12422,2010-10,621.55,2
12422,2010-11,289.95,1
12422,2011-01,238.5,1
12422,2011-06,297.36,1
12422,2011-09,147.7,1
12423,2010-08,262.8,1
12423,2010-11,404.28000000000003,1
12423,2010-12,192.93,1
12423,2011-02,177.31,1
12423,2011-03,317.35,1
12423,2011-04,225.36,1
12423,2011-05,303.82,1
12423,2011-06,69.92,1
12423,2011-08,153.98,1
12423,2011-12,193.64000000000001,1
12424,2010-06,446.54,1
12424,2010-10,1132.53,1
12424,2011-06,1760.96,2
12425,2010-09,964.21,1
12425,2011-09,777.2,1
12426,2010-02,690.48,1
12426,2011-05,510.73,1
12427,2010-12,499.0,1
12427,2011-10,246.58,1
12427,2011-11,203.72,1
12428,2011-03,4865.62,4
12428,2011-04,253.72,1
12428,2011-07,472.44,1
12428,2011-08,485.14,1
12428,2011-11,328.34000000000003,1
12429,2010-06,1407.3600000000001,2
12429,2010-09,1046.65,2
12429,2010-12,2275.0,1
12429,2011-04,381.98,1
12429,2011-06,963.4,1
12429,2011-11,905.52,1
12430,2011-10,216.4,1
12431,2010-01,985.27,1
12431,2010-03,394.59,1
12431,2010-05,452.9,2
12431,2010-06,441.5,1
12431,2010-07,844.26,2
12431,2010-08,176.0,1
12431,2010-09,127.0,1
12431,2010-10,365.75,1
12431,2010-12,1064.7,2
12431,2011-01,384.68,1
12431,2011-02,977.65,2
12431,2011-05,947.25,2
12431,2011-07,1107.28,3
12431,2011-08,608.76,1
12431,2011-10,981.44,3
12431,2011-11,601.44,1
12432,2011-06,3316.6600000000003,2
12432,2011-10,1042.66,2
12433,2010-08,152.4,1
12433,2010-09,973.69,1
12433,2010-11,2292.18,1
12433,2010-12,7574.24,2
12433,2011-09,2608.11,1
12433,2011-10,1498.66,1
12433,2011-11,2843.29,1
12433,2011-12,2638.69,2
12434,2010-11,297.29,1
12434,2011-03,286.25,1
12434,2011-09,519.89,1
12435,2009-12,1008.0,1
12435,2010-03,728.88,1
12435,2010-08,1838.32,1
12435,2010-11,2520.84,1
12435,2011-03,3978.9900000000002,1
12435,2011-09,3850.9,1
12436,2011-09,429.01000000000005,1
12437,2009-12,524.28,1
12437,2010-01,537.78,1
12437,2010-02,1651.61,1
12437,2010-03,635.65,2
12437,2010-04,425.9,2
12437,2010-06,689.0600000000001,2
12437,2010-08,205.75,1
12437,2010-09,586.44,4
12437,2010-10,897.11,3
12437,2010-11,681.41,3
12437,2011-01,338.7,1
12437,2011-02,536.26,3
12437,2011-03,129.70999999999998,1
12437,2011-04,191.10000000000002,1
12437,2011-05,563.3199999999999,2
12437,2011-06,447.64,1
12437,2011-09,503.28,3
12437,2011-10,227.46,1
12437,2011-11,1398.04,4
12437,2011-12,111.9,1
12438,2011-07,770.0699999999999,1
12438,2011-11,1696.78,1
12439,2009-12,1066.3600000000001,1
12439,2010-01,76.52000000000001,1
12440,2009-12,488.51,1
12440,2010-09,250.69,1
12441,2010-12,311.1,1
12442,2011-12,144.06,1
12443,2009-12,365.31,1
12444,2011-06,1870.2,1
12444,2011-08,477.07,1
12444,2011-09,482.54,1
12444,2011-10,559.01,1
12444,2011-11,696.64,1
12445,2010-10,301.58000000000004,1
12445,2011-11,77.4,1
12446,2011-10,1002.3100000000001,1
12447,2011-04,431.49,1
12448,2011-10,365.45,1
12449,2010-09,678.6,1
12449,2011-06,768.9300000000001,1
12449,2011-08,687.95,1
12449,2011-09,922.7,1
12449,2011-11,1216.71,1
12450,2010-08,148.42000000000002,1
12450,2010-09,105.6,1
12450,2010-11,236.3,1
12450,2011-06,101.88,1
12450,2011-07,96.0,1
12451,2010-06,2151.27,1
12451,2010-09,1483.09,2
12451,2011-01,2919.5099999999998,1
12451,2011-05,2388.31,1
12451,2011-10,2539.56,1
12451,2011-11,1148.14,2
12452,2011-11,348.57,1
12453,2011-07,707.09,1
12454,2010-10,8832.48,2
12454,2010-11,4098.96,1
12454,2011-10,3528.34,1
12455,2009-12,1636.43,1
12455,2010-03,777.91,1
12455,2010-05,500.61,1
12455,2010-09,468.14,1
12455,2011-02,1683.9,1
12455,2011-06,236.4,1
12455,2011-07,106.5,1
12455,2011-08,50.56,1
12455,2011-09,262.5,1
12456,2011-03,780.17,1
12456,2011-07,1045.23,1
12456,2011-10,755.64,1
12457,2010-09,512.68,1
12457,2011-04,907.25,3
12457,2011-09,939.63,2
12457,2011-10,196.35,1
12458,2010-08,345.61,1
12458,2010-10,369.48,1
12458,2011-02,361.92,1
12458,2011-09,425.48,1
12459,2010-04,398.36,1
12460,2010-09,296.65,1
12461,2011-07,626.88,1
12462,2011-02,594.11,1
12462,2011-11,343.47999999999996,1
12463,2011-04,314.57,1
12463,2011-05,261.38,1
12463,2011-06,301.84000000000003,1
12463,2011-10,322.99,1
12464,2011-02,288.84999999999997,2
12464,2011-05,151.0,2
12464,2011-07,30.599999999999998,1
12464,2011-08,145.1,1
12464,2011-11,341.5,2
12465,2011-06,410.94,1
12465,2011-11,271.25,1
12467,2010-10,132.8,1
12468,2010-01,405.23,1
12468,2010-04,1618.31,1
12468,2010-07,557.66,1
12468,2011-01,184.59,1
12468,2011-06,472.95000000000005,1
12469,2010-06,1956.84,1
12469,2010-07,1113.7,1
12470,2010-01,211.95,1
12471,2009-12,2939.22,7
12471,2010-01,890.35,3
12471,2010-02,783.2,2
12471,2010-03,1158.7,5
12471,2010-04,1573.79,3
12471,2010-05,576.58,1
12471,2010-06,1387.5,5
12471,2010-08,923.0,3
12471,2010-09,1894.26,6
12471,2010-10,2177.65,4
12471,2010-11,3407.0,5
12471,2010-12,3262.96,3
12471,2011-01,663.4499999999999,1
12471,2011-02,1173.7,2
12471,2011-03,734.3199999999999,2
12471,2011-04,620.29,2
12471,2011-05,809.1999999999999,2
12471,2011-07,840.26,2
12471,2011-08,1560.82,3
12471,2011-09,591.76,2
12471,2011-10,2145.38,1
12471,2011-11,2988.0,6
12471,2011-12,1998.51,1
12472,2009-12,1196.43,1
12472,2010-02,921.53,2
12472,2010-03,623.47,2
12472,2010-04,1164.86,2
12472,2010-06,1670.48,1
12472,2010-07,610.58,1
12472,2010-08,812.8,1
12472,2010-09,699.4399999999999,1
12472,2010-11,1203.59,1
12472,2010-12,3046.6,1
12472,2011-01,771.36,1
12472,2011-03,556.18,1
12472,2011-06,1140.66,1
12472,2011-07,558.1,1
12472,2011-10,1268.43,1
12472,2011-11,250.07999999999998,1
12473,2011-06,589.6899999999999,1
12473,2011-08,424.06,1
12473,2011-10,1571.98,1
12474,2010-02,140.7,1
12474,2010-04,821.6899999999999,2
12474,2010-06,77.68,1
12474,2010-07,256.12,1
12474,2010-08,559.3299999999999,1
12474,2010-09,1089.68,2
12474,2010-10,837.78,1
12474,2010-11,833.68,2
12474,2011-01,545.8,3
12474,2011-02,251.58,1
12474,2011-03,973.67,2
12474,2011-05,696.08,2
12474,2011-06,436.01,2
12474,2011-07,651.24,2
12474,2011-09,429.68,1
12474,2011-10,1691.0,3
12474,2011-11,1019.03,2
12475,2010-10,396.26,1
12475,2011-10,669.38,1
12476,2010-07,1105.74,1
12476,2010-09,1364.92,2
12476,2010-10,1445.24,2
12476,2010-11,2505.59,2
12476,2010-12,12.45,1
12476,2011-01,459.58,1
12476,2011-02,142.2,1
12476,2011-04,1213.67,1
12476,2011-05,239.2,1
12476,2011-07,620.57,1
12476,2011-09,461.6,1
12476,2011-10,953.16,2
12476,2011-11,1795.99,2
12477,2010-03,2021.23,1
12477,2010-07,2464.63,1
12477,2010-11,2570.77,1
12477,2011-02,2355.9500000000003,1
12477,2011-04,2221.02,1
12477,2011-08,4257.0599999999995,1
12477,2011-10,2348.02,2
12477,2011-11,2037.69,1
12478,2011-12,545.99,1
12479,2011-11,473.2,1
12480,2010-07,397.9,1
12480,2010-10,904.15,1
12480,2010-11,647.1700000000001,1
12480,2011-01,744.25,1
12480,2011-03,645.02,1
12480,2011-07,503.68,1
12480,2011-11,992.68,1
12481,2010-04,2969.6,1
12481,2010-09,1683.35,1
12481,2010-10,609.88,1
12481,2010-11,766.86,1
12481,2010-12,806.72,2
12481,2011-01,549.09,1
12481,2011-03,760.34,2
12481,2011-05,785.28,2
12481,2011-06,911.21,1
12481,2011-10,1163.76,1
12481,2011-11,168.79999999999998,1
12482,2010-02,6437.76,5
12482,2010-04,11947.2,12
12482,2010-05,3556.7599999999998,10
12483,2010-01,221.70000000000002,1
12483,2010-02,47.400000000000006,1
12483,2010-03,399.4,2
12483,2010-04,201.0,1
12483,2010-06,166.20000000000002,1
12483,2010-09,452.8,2
12483,2010-11,669.7,3
12483,2011-01,347.56,1
12483,2011-04,283.0,1
12483,2011-05,84.10000000000001,2
12483,2011-06,283.95,1
12483,2011-09,291.45,1
12483,2011-10,374.2,1
12483,2011-11,246.72000000000003,1
12484,2010-01,576.15,2
12484,2010-02,45.0,1
12484,2010-07,881.23,1
12484,2010-08,115.4,1
12484,2011-01,1026.67,1
12484,2011-06,941.99,1
12484,2011-08,1241.99,1
12484,2011-11,728.67,1
12485,2010-06,708.1,1
12486,2010-10,917.28,1
12487,2009-12,285.29999999999995,1
12488,2011-09,553.39,1
12488,2011-10,214.06,1
12488,2011-11,477.21000000000004,1
12489,2011-01,298.93,1
12490,2009-12,531.94,1
12490,2010-01,284.26,1
12490,2010-02,480.26,1
12490,2010-03,530.55,2
12490,2010-05,399.15999999999997,1
12490,2010-07,455.0,1
12490,2010-09,398.02,1
12490,2010-10,337.86,1
12490,2010-11,487.66,1
12490,2011-01,774.22,1
12490,2011-05,295.5,1
12490,2011-06,430.06,1
12490,2011-07,376.93,1
12490,2011-08,370.06,1
12490,2011-09,963.82,1
12490,2011-11,1241.04,3
12490,2011-12,408.3,1
12491,2011-11,424.40000000000003,1
12492,2010-11,380.0,1
12492,2011-08,108.39000000000001,1
12492,2011-10,118.82000000000001,1
12493,2011-05,196.5,1
12493,2011-06,183.24,1
12494,2010-05,290.87,1
12494,2010-10,188.3,1
12494,2010-12,84.15,2
12494,2011-02,214.0,1
12494,2011-05,367.09000000000003,1
12494,2011-07,135.22,1
12494,2011-10,196.74,1
12494,2011-11,126.5,1
12495,2010-03,277.4,1
12496,2010-03,45.34,2
12497,2010-03,1049.76,1
12497,2010-11,3993.6400000000003,1
12497,2011-09,953.1,1
12498,2011-10,211.25000000000003,1
12498,2011-11,138.45,2
12499,2010-05,357.72,1
12500,2010-02,619.89,3
12500,2010-03,105.60000000000001,1
12500,2010-04,439.55,1
12500,2010-07,127.50000000000001,1
12500,2010-09,206.85,1
12500,2011-01,326.94,1
12500,2011-02,355.98,1
12500,2011-03,455.28000000000003,2
12500,2011-06,149.64000000000001,1
12500,2011-08,360.0,1
12500,2011-10,1812.94,4
12500,2011-11,599.04,1
12501,2011-01,2025.39,1
12502,2011-02,505.25,1
12502,2011-03,562.8,1
12502,2011-05,410.6,1
12502,2011-08,620.87,1
12502,2011-09,896.35,1
12503,2010-05,896.0,1
12504,2010-04,116.4,1
12504,2010-10,144.60000000000002,1
12504,2011-11,428.04999999999995,2
12505,2010-10,787.2,1
12506,2011-04,73.5,1
12507,2010-05,455.25,1
12507,2011-02,362.16,1
12507,2011-07,690.65,2
12508,2011-11,397.88,2
12509,2011-02,158.5,1
12510,2009-12,323.88,1
12510,2010-01,896.46,1
12510,2010-02,17.0,1
12510,2010-03,345.90000000000003,1
12510,2010-09,641.22,1
12510,2011-01,597.05,1
12510,2011-07,217.52,1
12511,2010-10,3084.02,1
12512,2011-10,132.18,2
12513,2011-08,558.29,1
12514,2010-03,580.08,1
12514,2011-03,1017.68,1
12515,2010-12,278.7,1
12516,2010-04,509.46000000000004,1
12516,2010-10,593.1,1
12516,2011-06,529.2,1
12516,2011-09,656.86,1
12517,2011-06,749.7,1
12517,2011-08,681.75,1
12517,2011-09,381.2,1
12517,2011-11,488.95,1
12518,2011-08,288.83,1
12518,2011-09,470.90000000000003,1
12518,2011-10,345.06,1
12518,2011-11,432.96000000000004,1
12518,2011-12,303.14,1
12519,2010-08,349.7,1
12519,2011-10,276.84,1
12520,2011-03,1107.96,2
12520,2011-05,409.59999999999997,1
12520,2011-07,312.29,1
12520,2011-09,516.41,1
12521,2011-07,545.68,1
12522,2011-10,156.72,2
12523,2009-12,74.56,1
12523,2010-02,483.18,2
12523,2010-03,199.3,1
12523,2010-05,422.43,1
12523,2010-06,244.88,1
12523,2010-07,327.73,2
12523,2010-09,266.59000000000003,1
12523,2010-10,166.58,1
12523,2010-11,125.33,2
12523,2011-01,102.95,1
12523,2011-02,125.4,1
12523,2011-03,115.09,1
12523,2011-04,138.75,1
12523,2011-07,186.75,1
12523,2011-08,258.81,2
12523,2011-09,124.38,1
12523,2011-10,385.22,2
12523,2011-11,262.42,1
12524,2010-02,486.9,1
12524,2010-03,1471.68,2
12524,2010-08,1018.8,1
12524,2010-09,1461.6100000000001,3
12524,2010-10,733.5,1
12524,2010-11,675.9,1
12524,2011-01,283.39,1
12524,2011-02,435.34,1
12524,2011-03,439.44,1
12524,2011-05,1315.21,2
12524,2011-06,271.1,1
12524,2011-10,929.44,1
12524,2011-11,271.79999999999995,1
12525,2010-03,476.43,1
12525,2010-06,147.4,1
12525,2010-07,259.9,1
12526,2011-09,484.3,1
12526,2011-10,447.28000000000003,1
12526,2011-12,241.08,1
12527,2010-06,301.8,1
12527,2010-08,85.0,1
12527,2011-01,114.52000000000001,1
12527,2011-02,152.4,1
12527,2011-09,63.790000000000006,1
12528,2011-01,439.53000000000003,1
12528,2011-03,242.13,1
12528,2011-07,227.71,1
12528,2011-08,180.0,1
12528,2011-10,238.51,1
12528,2011-11,317.6,1
12529,2010-06,316.48,1
12530,2010-03,321.0,1
12530,2010-04,264.54,1
12530,2010-08,473.2,1
12530,2010-09,430.81,1
12530,2010-10,391.43,1
12530,2011-01,333.40000000000003,1
12530,2011-04,381.6,1
12530,2011-08,380.65000000000003,1
12530,2011-10,404.63,1
12531,2010-01,1645.98,1
12531,2011-11,125.22,1
12532,2011-11,313.83000000000004,1
12533,2009-12,821.92,1
12533,2010-03,401.96999999999997,1
12534,2011-08,981.18,1
12535,2011-06,371.45,1
12535,2011-09,344.9,1
12536,2011-10,4279.71,1
12537,2010-10,612.94,1
12538,2010-11,276.5,1
12538,2011-11,363.95,1
12539,2009-12,5149.06,2
12539,2010-09,469.34000000000003,1
12539,2011-01,3431.7,2
12539,2011-03,1085.99,1
12539,2011-11,1050.66,1
12540,2009-12,328.6,1
12540,2010-01,648.24,1
12540,2010-02,380.04,1
12540,2010-03,691.74,2
12540,2010-04,323.62,1
12540,2010-05,1021.33,3
12540,2010-06,587.64,1
12540,2010-08,710.08,1
12540,2010-09,825.54,1
12540,2010-10,1200.42,1
12540,2010-11,953.0,2
12540,2010-12,741.01,1
12540,2011-01,979.18,1
12540,2011-02,260.98,1
12540,2011-03,916.76,1
12540,2011-05,2266.6,2
12540,2011-06,301.99,1
12540,2011-07,1551.01,2
12540,2011-08,453.34000000000003,1
12540,2011-09,1513.12,3
12540,2011-10,1302.27,2
12540,2011-11,1293.98,2
12541,2011-03,284.40000000000003,1
12541,2011-06,195.74,1
12541,2011-11,361.03999999999996,1
12542,2010-03,364.79,1
12542,2010-08,117.09,1
12543,2010-09,840.25,1
12544,2011-11,316.7,1
12545,2011-03,544.15,1
12545,2011-09,288.24,1
12546,2011-09,676.2,1
12546,2011-10,345.3,1
12547,2010-07,147.78,1
12547,2011-03,131.4,1
12547,2011-05,20.4,1
12548,2011-06,67.19999999999999,1
12549,2010-01,1154.3700000000001,3
12549,2010-05,416.31,2
12550,2011-09,824.83,1
12551,2010-12,168.0,1
12552,2011-10,317.82,1
12553,2010-10,483.99,1
12553,2010-11,342.48,1
12553,2011-01,592.31,1
12553,2011-02,6.3,1
12553,2011-03,585.16,2
12553,2011-05,316.85,1
12553,2011-07,248.75,1
12553,2011-08,364.21999999999997,1
12553,2011-10,441.55,1
12553,2011-11,464.12,1
12553,2011-12,259.02,1
12554,2010-09,384.5,1
12556,2011-07,308.75,1
12556,2011-10,290.81,1
12557,2009-12,1952.64,1
12557,2010-06,1708.56,1
12557,2010-10,2443.98,1
12557,2010-12,1240.0,1
12557,2011-01,3417.1200000000003,1
12557,2011-03,817.5,1
12557,2011-07,4146.34,1
12557,2011-11,2990.0,1
12558,2011-12,269.96,1
12559,2011-01,450.11,1
12559,2011-02,75.60000000000001,1
12560,2011-07,1292.31,1
12560,2011-12,625.7,1
12561,2011-02,238.85,1
12562,2010-09,390.0,1
12562,2010-11,651.18,1
12562,2011-05,390.96,1
12562,2011-06,456.27,1
12562,2011-08,596.0,1
12562,2011-09,334.64,1
12562,2011-10,477.6,1
12562,2011-11,529.9,1
12562,2011-12,600.37,1
12563,2010-10,221.24,1
12564,2011-03,402.9,1
12565,2011-02,145.92,1
12566,2011-09,297.65,1
12567,2010-02,486.28000000000003,1
12567,2010-05,312.85,1
12567,2010-06,224.6,1
12567,2010-08,755.17,1
12567,2010-11,353.3,1
12567,2010-12,3452.76,2
12567,2011-02,1128.73,1
12567,2011-05,615.21,1
12567,2011-06,2078.7799999999997,3
12567,2011-08,779.06,1
12567,2011-09,837.8199999999999,1
12567,2011-11,1443.3,1
12568,2010-03,52.0,1
12569,2011-04,562.4,3
12569,2011-05,277.92,2
12569,2011-06,201.42000000000002,2
12569,2011-07,148.25,2
12569,2011-08,225.03,3
12569,2011-09,230.66,3
12569,2011-10,580.72,6
12569,2011-11,447.27,5
12569,2011-12,479.02000000000004,6
12571,2011-08,248.35,1
12571,2011-10,271.26,1
12572,2011-10,478.74,1
12572,2011-12,433.68,1
12573,2010-08,152.01999999999998,1
12573,2010-10,165.46,1
12573,2010-11,239.39,2
12573,2011-04,160.54000000000002,1
12574,2011-01,182.45000000000002,1
12575,2010-07,305.8,1
12575,2010-09,263.02,1
12576,2010-07,294.75,1
12576,2010-09,180.87,1
12576,2010-11,271.27,1
12576,2011-02,266.85,1
12576,2011-05,154.8,1
12576,2011-07,239.2,1
12576,2011-09,275.7,1
12576,2011-11,379.28,1
12577,2009-12,210.55,1
12577,2010-10,452.66999999999996,2
12577,2010-11,327.28,2
12577,2010-12,195.89,1
12577,2011-11,426.76,2
12578,2010-09,899.86,1
12578,2010-11,724.08,1
12578,2011-01,1412.66,1
12578,2011-11,989.85,1
12579,2011-09,386.42,1
12580,2010-05,583.1999999999999,1
12580,2011-04,379.7,1
12581,2011-10,179.71,1
12582,2010-05,837.11,1
12582,2010-10,631.9300000000001,1
12582,2011-02,165.16,1
12582,2011-04,186.2,1
12583,2009-12,745.4399999999999,1
12583,2010-02,538.05,1
12583,2010-04,642.0,1
12583,2010-05,718.36,2
12583,2010-06,303.59999999999997,1
12583,2010-07,500.8,1
12583,2010-08,247.79999999999998,1
12583,2010-09,487.84,1
12583,2010-10,578.06,1
12583,2010-11,1026.25,2
12583,2010-12,1603.72,1
12583,2011-01,676.16,1
12583,2011-02,285.56,1
12583,2011-03,676.8499999999999,1
12583,2011-05,385.96,1
12583,2011-06,563.48,2
12583,2011-07,293.24,1
12583,2011-08,225.1,1
12583,2011-09,778.03,2
12583,2011-10,296.20000000000005,1
12583,2011-11,1082.17,2
12583,2011-12,640.77,1
12584,2011-03,379.63,1
12584,2011-06,159.11,1
12584,2011-07,147.1,1
12584,2011-08,12.75,1
12584,2011-09,279.8,1
12584,2011-10,661.0600000000001,2
12584,2011-11,414.25,1
12584,2011-12,200.45000000000002,1
12585,2010-12,1154.85,1
12585,2011-04,669.25,1
12586,2009-12,422.35,1
12586,2010-10,627.0500000000001,1
12586,2010-11,816.3299999999999,1
