Customer ID,Recency,Frequency,Monetary,UniqueProducts,TotalItems,Tenure,AvgOrderValue,AvgItemsPerOrder,PurchaseRate,Churned
12473,11,1,589.6899999999999,33,528,11,589.6899999999999,528.0,0.09090909090909091,0
12474,20,19,7083.79,261,4731,486,372.8310526315789,249.0,0.03909465020576132,0
12475,229,1,396.26,24,234,229,396.26,234.0,0.004366812227074236,0
12476,37,12,8488.59,272,3983,321,707.3825,331.9166666666667,0.037383177570093455,0
12477,58,5,11633.6,249,3833,442,2326.7200000000003,766.6,0.011312217194570135,0
12480,86,5,3338.49,119,1983,326,667.698,396.6,0.015337423312883436,0
12481,24,11,8931.119999999999,206,5848,426,811.92,531.6363636363636,0.025821596244131457,0
12482,395,27,21941.72,41,27040,473,812.6562962962963,1001.4814814814815,0.05708245243128964,1
12483,3,16,3156.81,54,1657,496,197.300625,103.5625,0.03225806451612903,0
12484,155,6,2644.45,182,1697,500,440.7416666666666,282.8333333333333,0.012,0
12485,348,1,708.1,34,414,348,708.1,414.0,0.0028735632183908046,1
12486,251,1,917.28,48,520,251,917.28,520.0,0.00398406374501992,1
12487,550,1,285.29999999999995,2,174,550,285.29999999999995,174.0,0.0018181818181818182,1
12489,155,1,298.93,14,103,155,298.93,103.0,0.0064516129032258064,1
12490,34,12,4974.43,135,3521,557,414.53583333333336,293.4166666666667,0.02154398563734291,0
12492,222,1,380.0,21,248,222,380.0,248.0,0.0045045045045045045,0
12493,16,1,196.5,11,86,16,196.5,86.0,0.0625,0
12494,15,6,1144.41,53,555,395,190.735,92.5,0.015189873417721518,0
12495,460,1,277.4,16,128,460,277.4,128.0,0.002173913043478261,1
12496,439,2,45.34,10,30,439,22.67,15.0,0.004555808656036446,1
12497,220,2,5043.400000000001,29,4440,464,2521.7000000000003,2220.0,0.004310344827586207,0
12499,379,1,357.72,26,300,379,357.72,300.0,0.002638522427440633,1
12500,86,11,2637.59,65,1592,492,239.7809090909091,144.72727272727272,0.022357723577235773,0
12501,156,1,2025.39,148,1775,156,2025.39,1775.0,0.00641025641025641,1
12502,37,3,1478.65,60,421,129,492.8833333333334,140.33333333333334,0.023255813953488372,0
12503,403,1,896.0,1,560,403,896.0,560.0,0.0024813895781637717,1
12504,236,2,261.0,7,366,416,130.5,183.0,0.004807692307692308,0
12505,228,1,787.2,41,318,228,787.2,318.0,0.0043859649122807015,1
12506,52,1,73.5,23,23,52,73.5,23.0,0.019230769230769232,1
12507,118,2,817.41,39,575,404,408.705,287.5,0.0049504950495049506,0
12509,103,1,158.5,6,54,103,158.5,54.0,0.009708737864077669,1
12510,144,6,2821.51,92,1965,554,470.2516666666667,327.5,0.010830324909747292,0
12511,248,1,3084.02,190,1753,248,3084.02,1753.0,0.004032258064516129,1
12514,86,2,1597.76,76,840,461,798.88,420.0,0.004338394793926247,1
12515,172,1,278.7,15,128,172,278.7,128.0,0.005813953488372093,1
12516,0,3,1631.76,41,1406,418,543.92,468.6666666666667,0.007177033492822967,0
12517,9,1,749.7,125,413,9,749.7,413.0,0.1111111111111111,0
12519,296,1,349.7,21,210,296,349.7,210.0,0.0033783783783783786,0
12520,24,3,1517.56,93,935,93,505.8533333333333,311.6666666666667,0.03225806451612903,0
12523,72,16,2792.77,126,1654,551,174.548125,103.375,0.029038112522686024,0
12524,24,14,8321.77,129,5538,488,594.4121428571428,395.57142857142856,0.028688524590163935,0
12525,317,3,883.73,55,504,466,294.57666666666665,168.0,0.006437768240343348,1
12527,114,4,653.72,23,512,348,163.43,128.0,0.011494252873563218,0
12528,96,2,681.66,37,353,132,340.83,176.5,0.015151515151515152,0
12529,347,1,316.48,21,192,347,316.48,192.0,0.002881844380403458,1
12530,53,7,2595.98,75,2110,461,370.8542857142857,301.42857142857144,0.015184381778741865,0
12531,505,1,1645.98,109,1065,505,1645.98,1065.0,0.0019801980198019802,0
12533,447,2,1223.89,62,696,558,611.945,348.0,0.0035842293906810036,1
12535,6,1,371.45,18,115,6,371.45,115.0,0.16666666666666666,0
12537,228,1,612.94,42,446,228,612.94,446.0,0.0043859649122807015,1
12538,197,1,276.5,13,145,197,276.5,145.0,0.005076142131979695,0
12539,81,6,10136.09,246,4088,535,1689.3483333333334,681.3333333333334,0.011214953271028037,0
12540,5,22,13136.77,245,7262,551,597.1259090909091,330.09090909090907,0.039927404718693285,0
12541,100,1,284.40000000000003,16,287,100,284.40000000000003,287.0,0.01,0
12542,303,2,481.88,39,522,459,240.94,261.0,0.004357298474945534,1
12543,267,1,840.25,42,683,267,840.25,683.0,0.003745318352059925,1
12545,79,1,544.15,33,343,79,544.15,343.0,0.012658227848101266,0
12547,17,3,299.58,12,306,319,99.86,102.0,0.009404388714733543,1
12549,395,5,1570.68,37,1365,517,314.136,273.0,0.009671179883945842,1
12551,177,1,168.0,10,100,177,168.0,100.0,0.005649717514124294,1
12553,24,7,2327.09,90,1320,242,332.4414285714286,188.57142857142858,0.028925619834710745,0
12554,268,1,384.5,25,237,268,384.5,237.0,0.0037313432835820895,1
12557,75,6,11579.800000000001,15,4356,542,1929.966666666667,726.0,0.01107011070110701,0
12559,130,2,525.71,20,281,139,262.855,140.5,0.014388489208633094,1
12561,122,1,238.85,16,177,122,238.85,177.0,0.00819672131147541,1
12562,18,3,1432.14,42,720,254,477.38000000000005,240.0,0.011811023622047244,0
12563,228,1,221.24,12,112,228,221.24,112.0,0.0043859649122807015,1
12564,80,1,402.9,20,130,80,402.9,130.0,0.0125,1
12565,108,1,145.92,9,80,108,145.92,80.0,0.009259259259259259,1
12567,4,11,7901.58,227,3794,486,718.3254545454546,344.90909090909093,0.02263374485596708,0
12568,464,1,52.0,4,47,464,52.0,47.0,0.0021551724137931034,1
12569,3,6,964.46,29,552,71,160.74333333333334,92.0,0.08450704225352113,0
12573,46,5,717.41,107,479,284,143.482,95.8,0.017605633802816902,1
12574,135,1,182.45000000000002,10,59,135,182.45000000000002,59.0,0.007407407407407408,1
12575,276,2,568.8199999999999,33,312,346,284.40999999999997,156.0,0.005780346820809248,1
12576,37,5,1168.54,73,840,345,233.708,168.0,0.014492753623188406,0
12577,178,6,1186.3899999999999,195,856,555,197.73166666666665,142.66666666666666,0.010810810810810811,0
12578,149,3,3036.6,108,1917,263,1012.1999999999999,639.0,0.011406844106463879,0
12580,66,2,962.9,51,564,396,481.45,282.0,0.005050505050505051,1
12582,58,4,1820.4,87,981,397,455.1,245.25,0.010075566750629723,1
12583,0,18,9740.63,106,6619,553,541.146111111111,367.72222222222223,0.0325497287522604,0
12584,4,2,538.74,22,112,99,269.37,56.0,0.020202020202020204,0
12585,53,2,1824.1,76,1267,170,912.05,633.5,0.011764705882352941,1
12586,194,3,1865.73,76,608,542,621.91,202.66666666666666,0.005535055350553505,0
12588,219,2,543.88,26,380,417,271.94,190.0,0.004796163069544364,0
12589,241,4,2720.23,98,1439,509,680.0575,359.75,0.007858546168958742,0
12590,30,1,9341.26,67,4282,30,9341.26,4282.0,0.03333333333333333,1
12591,136,3,1114.95,62,645,228,371.65000000000003,215.0,0.013157894736842105,1
12592,32,3,1535.84,38,1742,338,511.94666666666666,580.6666666666666,0.008875739644970414,0
12593,38,1,200.0,10,98,38,200.0,98.0,0.02631578947368421,0
12594,3,11,3359.84,72,1903,465,305.44,173.0,0.023655913978494623,0
12595,324,1,281.02,18,270,324,281.02,270.0,0.0030864197530864196,1
12596,61,1,213.95,14,154,61,213.95,154.0,0.01639344262295082,0
12597,2,2,1120.81,71,664,87,560.405,332.0,0.022988505747126436,0
12598,40,5,2526.75,96,1613,468,505.35,322.6,0.010683760683760684,0
12599,27,9,1530.0,38,1650,397,170.0,183.33333333333334,0.022670025188916875,0
12600,23,16,3305.27,38,949,551,206.579375,59.3125,0.029038112522686024,0
12601,9,6,573.26,23,284,224,95.54333333333334,47.333333333333336,0.026785714285714284,1
12604,81,1,160.5,9,136,81,160.5,136.0,0.012345679012345678,0
12605,195,3,1124.95,62,921,277,374.98333333333335,307.0,0.010830324909747292,1
12608,224,1,415.79,16,323,224,415.79,323.0,0.004464285714285714,1
12609,5,8,2731.7400000000002,116,1402,538,341.46750000000003,175.25,0.01486988847583643,0
12613,17,8,4521.51,172,3249,544,565.18875,406.125,0.014705882352941176,0
12614,97,1,315.6,20,76,97,315.6,76.0,0.010309278350515464,1
12615,233,4,3269.79,146,1931,450,817.4475,482.75,0.008888888888888889,0
12616,116,2,601.4,25,308,208,300.7,154.0,0.009615384615384616,0
12619,53,3,735.8,20,650,379,245.26666666666665,216.66666666666666,0.0079155672823219,0
12620,24,1,561.66,33,434,24,561.66,434.0,0.041666666666666664,0
12621,19,25,16731.96,243,10216,488,669.2783999999999,408.64,0.05122950819672131,0
12622,51,1,162.1,10,68,51,162.1,68.0,0.0196078431372549,1
12623,95,7,3315.84,111,1947,516,473.6914285714286,278.14285714285717,0.013565891472868217,1
12625,31,4,4678.88,143,3282,416,1169.72,820.5,0.009615384615384616,1
12626,135,2,1094.1,56,450,146,547.05,225.0,0.0136986301369863,0
12629,205,2,1198.22,39,713,242,599.11,356.5,0.008264462809917356,1
12631,275,5,2841.07,105,1371,512,568.214,274.2,0.009765625,0
12632,340,2,714.88,31,689,384,357.44,344.5,0.005208333333333333,1
12633,16,5,4757.73,208,2980,345,951.5459999999999,596.0,0.014492753623188406,0
12634,367,1,360.0,19,336,367,360.0,336.0,0.0027247956403269754,1
12635,211,2,1115.23,76,770,276,557.615,385.0,0.007246376811594203,0
12637,58,8,4506.06,227,2337,362,563.2575,292.125,0.022099447513812154,0
12638,459,1,169.8,8,84,459,169.8,84.0,0.002178649237472767,0
12639,58,3,1072.37,57,625,447,357.45666666666665,208.33333333333334,0.006711409395973154,1
12643,2,9,6504.1,13,3902,430,722.6777777777778,433.55555555555554,0.020930232558139535,0
12644,250,3,1422.58,75,706,513,474.1933333333333,235.33333333333334,0.005847953216374269,0
12645,39,6,2329.02,90,1503,488,388.17,250.5,0.012295081967213115,0
12647,19,30,13711.84,222,6069,514,457.0613333333333,202.3,0.058365758754863814,0
12648,257,3,738.95,31,354,520,246.3166666666667,118.0,0.0057692307692307696,0
12649,31,6,1866.1399999999999,85,1567,515,311.0233333333333,261.1666666666667,0.011650485436893204,0
12651,154,4,377.75,30,265,284,94.4375,66.25,0.014084507042253521,1
12652,150,2,891.03,50,529,253,445.515,264.5,0.007905138339920948,1
12653,116,2,2730.08,55,1048,346,1365.04,524.0,0.005780346820809248,0
12654,17,3,301.75,18,149,114,100.58333333333333,49.666666666666664,0.02631578947368421,0
12655,243,1,243.35000000000002,15,79,243,243.35000000000002,79.0,0.00411522633744856,1
12656,23,5,3530.26,117,1783,382,706.052,356.6,0.013089005235602094,0
12661,255,1,162.0,11,216,255,162.0,216.0,0.00392156862745098,1
12662,6,14,4524.32,124,2524,437,323.1657142857143,180.28571428571428,0.032036613272311214,0
12663,444,2,185.4,8,178,487,92.7,89.0,0.004106776180698152,1
12664,51,4,2211.7400000000002,4,602,546,552.9350000000001,150.5,0.007326007326007326,0
12665,144,3,259.6,12,162,488,86.53333333333335,54.0,0.006147540983606557,1
12666,213,1,1248.42,31,370,213,1248.42,370.0,0.004694835680751174,1
12668,78,8,9167.35,257,4682,496,1145.91875,585.25,0.016129032258064516,0
12669,76,1,1028.3,68,842,76,1028.3,842.0,0.013157894736842105,0
12670,19,4,1628.6299999999999,43,709,486,407.15749999999997,177.25,0.00823045267489712,0
12671,425,1,2622.481,45,1460,425,2622.481,1460.0,0.002352941176470588,1
12672,149,2,407.05,21,136,415,203.525,68.0,0.004819277108433735,1
12673,146,2,786.4,51,517,221,393.2,258.5,0.00904977375565611,0
12674,27,1,550.74,16,220,27,550.74,220.0,0.037037037037037035,0
12675,373,2,873.25,110,333,397,436.625,166.5,0.005037783375314861,1
12676,9,7,1950.65,56,1598,302,278.6642857142857,228.28571428571428,0.023178807947019868,0
12677,374,2,359.1,12,174,485,179.55,87.0,0.004123711340206186,1
12678,7,10,21637.08,172,15138,520,2163.708,1513.8,0.019230769230769232,0
12679,25,2,798.38,42,401,103,399.19,200.5,0.019417475728155338,0
12681,6,35,23513.579999999998,411,14782,545,671.8165714285714,422.34285714285716,0.06422018348623854,0
12682,11,31,15384.98,250,7576,558,496.2896774193548,244.38709677419354,0.05555555555555555,0
12683,4,16,8353.14,188,5718,545,522.07125,357.375,0.029357798165137616,0
12684,16,2,815.1,30,882,32,407.55,441.0,0.0625,0
12686,191,1,142.28,6,212,191,142.28,212.0,0.005235602094240838,1
12687,300,1,1858.91,125,1402,300,1858.91,1402.0,0.0033333333333333335,1
12690,25,1,335.01,15,103,25,335.01,103.0,0.04,1
12691,138,3,468.8,16,198,240,156.26666666666668,66.0,0.0125,0
12692,456,1,110.95,13,36,456,110.95,36.0,0.0021929824561403508,1
12693,31,6,1225.88,58,488,341,204.31333333333336,81.33333333333333,0.017595307917888565,0
12694,2,2,1287.18,61,1162,240,643.59,581.0,0.008333333333333333,0
12695,29,4,878.27,30,265,484,219.5675,66.25,0.008264462809917356,0
12696,254,2,731.91,42,561,328,365.955,280.5,0.006097560975609756,1
12698,409,1,285.75,15,108,409,285.75,108.0,0.0024449877750611247,1
12699,237,1,566.11,40,369,237,566.11,369.0,0.004219409282700422,1
12700,34,1,984.43,61,773,34,984.43,773.0,0.029411764705882353,0
12701,61,5,1823.78,91,1286,452,364.756,257.2,0.011061946902654867,0
12703,452,3,632.98,43,426,504,210.99333333333334,142.0,0.005952380952380952,0
12705,20,8,7661.91,250,4905,353,957.73875,613.125,0.0226628895184136,0
12707,111,1,603.42,33,256,111,603.42,256.0,0.009009009009009009,1
12708,20,13,3507.36,99,1945,541,269.79692307692306,149.6153846153846,0.024029574861367836,0
12709,10,25,25426.49,175,12007,549,1017.0596,480.28,0.04553734061930783,0
12710,20,1,646.96,43,382,20,646.96,382.0,0.05,0
12711,431,2,1213.05,55,763,496,606.525,381.5,0.004032258064516129,1
12712,1,17,5044.41,117,1965,550,296.73,115.58823529411765,0.03090909090909091,0
12714,26,9,10138.77,364,6881,555,1126.53,764.5555555555555,0.016216216216216217,0
12717,65,2,737.6700000000001,42,353,409,368.83500000000004,176.5,0.004889975550122249,0
12720,11,14,4208.71,187,3522,326,300.6221428571429,251.57142857142858,0.04294478527607362,0
12721,2,6,2749.86,145,1812,291,458.31,302.0,0.020618556701030927,0
12724,151,4,1297.01,68,1041,354,324.2525,260.25,0.011299435028248588,0
12725,190,3,2278.56,91,1298,403,759.52,432.6666666666667,0.007444168734491315,1
12726,4,9,2638.82,51,3404,443,293.20222222222225,378.22222222222223,0.020316027088036117,0
12727,6,8,3905.23,112,2309,474,488.15375,288.625,0.016877637130801686,0
12728,76,4,725.15,38,373,203,181.2875,93.25,0.019704433497536946,0
12730,341,1,703.25,46,227,341,703.25,227.0,0.002932551319648094,1
12731,31,11,14965.89,105,7283,467,1360.5354545454545,662.0909090909091,0.023554603854389723,0
12733,53,4,2424.02,116,895,508,606.005,223.75,0.007874015748031496,1
12734,172,3,603.65,16,263,211,201.21666666666667,87.66666666666667,0.014218009478672985,1
12735,134,2,689.5699999999999,37,363,156,344.78499999999997,181.5,0.01282051282051282,1
12736,152,1,144.0,3,168,152,144.0,168.0,0.006578947368421052,1
12738,191,1,274.7,10,294,191,274.7,294.0,0.005235602094240838,1
12739,213,1,1445.69,49,463,213,1445.69,463.0,0.004694835680751174,0
12741,352,1,236.07,15,213,352,236.07,213.0,0.002840909090909091,1
12742,445,1,1201.52,67,1359,445,1201.52,1359.0,0.0022471910112359553,1
12744,68,6,8209.58,172,4228,410,1368.2633333333333,704.6666666666666,0.014634146341463415,0
12745,306,2,723.85,20,467,393,361.925,233.5,0.005089058524173028,1
12746,360,1,254.55,17,97,360,254.55,97.0,0.002777777777777778,1
12747,18,21,7152.43,79,2181,551,340.5919047619048,103.85714285714286,0.038112522686025406,0
12748,1,207,28848.89,1665,19078,554,139.3666183574879,92.16425120772946,0.37364620938628157,0
12749,32,5,3665.58,157,1151,340,733.116,230.2,0.014705882352941176,0
12751,264,1,268.27,61,189,264,268.27,189.0,0.003787878787878788,1
12753,67,4,12940.51,87,7003,182,3235.1275,1750.75,0.02197802197802198,0
12754,55,3,3010.74,49,6481,128,1003.5799999999999,2160.3333333333335,0.0234375,1
12755,100,11,9030.66,34,3781,513,820.9690909090909,343.72727272727275,0.021442495126705652,1
12757,4,2,846.03,78,457,30,423.015,228.5,0.06666666666666667,0
12758,96,6,8681.84,168,5129,557,1446.9733333333334,854.8333333333334,0.010771992818671455,0
12759,95,6,3622.1,160,2558,555,603.6833333333333,426.3333333333333,0.010810810810810811,0
12760,275,1,317.8,20,196,275,317.8,196.0,0.0036363636363636364,1
12761,284,1,712.95,25,277,284,712.95,277.0,0.0035211267605633804,1
12763,188,1,640.16,16,392,188,640.16,392.0,0.005319148936170213,0
12764,136,1,1693.88,45,386,136,1693.88,386.0,0.007352941176470588,1
12765,291,6,1299.58,48,1002,461,216.59666666666666,167.0,0.013015184381778741,1
12766,59,6,6254.36,200,3640,227,1042.3933333333332,606.6666666666666,0.02643171806167401,0
12767,195,1,949.82,43,598,195,949.82,598.0,0.005128205128205128,1
12768,270,1,168.69000000000003,10,102,270,168.69000000000003,102.0,0.003703703703703704,1
12769,58,1,1143.6,32,356,58,1143.6,356.0,0.017241379310344827,1
12770,30,2,3246.45,19,1843,276,1623.225,921.5,0.007246376811594203,1
12771,305,1,226.3,14,102,305,226.3,102.0,0.003278688524590164,1
12773,383,1,124.25,6,109,383,124.25,109.0,0.0026109660574412533,1
12774,355,1,83.7,5,52,355,83.7,52.0,0.0028169014084507044,1
12775,9,6,1344.76,44,938,228,224.12666666666667,156.33333333333334,0.02631578947368421,0
12776,487,1,27.5,3,45,487,27.5,45.0,0.002053388090349076,1
12777,277,1,519.45,26,458,277,519.45,458.0,0.0036101083032490976,1
12778,2,7,1280.51,65,1357,422,182.93,193.85714285714286,0.016587677725118485,0
12779,9,13,5740.32,123,3002,556,441.5630769230769,230.92307692307693,0.023381294964028777,0
12780,418,1,322.4,19,284,418,322.4,284.0,0.0023923444976076554,1
12781,104,1,549.26,15,346,104,549.26,346.0,0.009615384615384616,0
12782,73,9,3234.27,120,1513,338,359.36333333333334,168.11111111111111,0.026627218934911243,0
12784,348,1,1034.33,71,575,348,1034.33,575.0,0.0028735632183908046,0
12785,183,3,904.4,41,446,550,301.46666666666664,148.66666666666666,0.005454545454545455,1
12786,429,1,668.5,17,320,429,668.5,320.0,0.002331002331002331,1
12787,12,2,523.62,27,312,232,261.81,156.0,0.008620689655172414,0
12788,282,4,384.9,19,190,347,96.225,47.5,0.011527377521613832,1
12789,332,2,148.5,1,30,513,74.25,15.0,0.003898635477582846,0
12790,11,2,546.85,35,303,229,273.425,151.5,0.008733624454148471,1
12791,193,5,834.4300000000001,15,443,443,166.88600000000002,88.6,0.011286681715575621,1
12792,76,2,715.01,38,390,354,357.505,195.0,0.005649717514124294,1
12793,154,3,849.33,33,520,220,283.11,173.33333333333334,0.013636363636363636,1
12796,447,1,351.0,6,180,447,351.0,180.0,0.0022371364653243847,1
12797,185,2,694.11,26,329,243,347.055,164.5,0.00823045267489712,1
12798,241,1,1533.8899999999999,25,3199,241,1533.8899999999999,3199.0,0.004149377593360996,0
12799,348,1,219.35,15,137,348,219.35,137.0,0.0028735632183908046,1
12800,289,2,500.25,30,281,496,250.125,140.5,0.004032258064516129,1
12801,320,1,871.82,49,500,320,871.82,500.0,0.003125,1
12802,6,5,2186.42,106,1956,383,437.284,391.2,0.013054830287206266,1
12803,212,1,1017.81,54,867,212,1017.81,867.0,0.0047169811320754715,1
